iter	Passed	Remaining
1665	126010	252173
1666	126096	252117
1667	126173	252043
1668	126242	251956
1669	126325	251894
1670	126402	251820
1671	126480	251750
1672	126567	251698
1673	126657	251650
1674	126752	251612
1675	126827	251535
1676	126895	251445
1677	126985	251398
1678	127062	251324
1679	127140	251253
1680	127226	251199
1681	127310	251138
1682	127391	251073
1683	127466	250996
1684	127554	250944
1685	127628	250866
1686	127709	250800
1687	127788	250731
1688	127874	250677
1689	127973	250647
1690	128064	250599
1691	128152	250549
1692	128240	250496
1693	128312	250412
1694	128410	250381
1695	128507	250346
1696	128590	250285
1697	128670	250218
1698	128761	250171
1699	128844	250109
1700	128919	250033
1701	129006	249978
1702	129096	249929
1703	129169	249848
1704	129251	249785
1705	129326	249708
1706	129406	249639
1707	129495	249590
1708	129577	249524
1709	129640	249424
1710	129714	249345
1711	129800	249289
1712	129889	249238
1713	129971	249174
1714	130075	249153
1715	130154	249083
1716	130243	249033
1717	130334	248985
1718	130411	248912
1719	130476	248815
1720	130568	248769
1721	130652	248710
1722	130750	248676
1723	130830	248608
1724	130916	248552
1725	131010	248509
1726	131087	248435
1727	131168	248369
1728	131252	248309
1729	131345	248266
1730	131416	248179
1731	131500	248119
1732	131571	248035
1733	131660	247983
1734	131731	247898
1735	131797	247803
1736	131882	247744
1737	131976	247702
1738	132061	247643
1739	132148	247588
1740	132231	247525
1741	132318	247470
1742	132404	247412
1743	132480	247337
1744	132549	247248
1745	132624	247171
1746	132717	247126
1747	132805	247073
1748	132889	247012
1749	132979	246961
1750	133062	246899
1751	133132	246811
1752	133215	246748
1753	133289	246669
1754	133373	246607
1755	133453	246539
1756	133529	246462
1757	133604	246385
1758	133680	246310
1759	133774	246267
1760	133861	246210
1761	133939	246138
1762	134036	246101
1763	134125	246049
1764	134208	245985
1765	134282	245906
1766	134370	245851
1767	134451	245785
1768	134535	245723
1769	134615	245654
1770	134705	245603
1771	134789	245542
1772	134857	245452
1773	134935	245378
1774	135026	245330
1775	135108	245265
1776	135173	245168
1777	135253	245098
1778	135325	245016
1779	135413	244961
1780	135497	244899
1781	135594	244862
1782	135678	244800
1783	135775	244760
1784	135859	244700
1785	135935	244622
1786	136007	244539
1787	136083	244463
1788	136165	244397
1789	136260	244355
1790	136340	244286
1791	136416	244209
1792	136493	244134
1793	136569	244059
1794	136660	244009
1795	136732	243925
1796	136798	243831
1797	136878	243762
1798	136961	243698
1799	137055	243654
1800	137137	243589
1801	137231	243544
1802	137318	243486
1803	137386	243396
1804	137476	243345
1805	137551	243267
1806	137639	243210
1807	137723	243149
1808	137797	243068
1809	137890	243021
1810	137986	242980
1811	138073	242923
1812	138165	242876
1813	138243	242801
1814	138337	242756
1815	138431	242712
1816	138523	242664
1817	138601	242590
1818	138681	242521
1819	138767	242462
1820	138851	242399
1821	138928	242324
1822	139006	242251
1823	139095	242197
1824	139181	242136
1825	139273	242087
1826	139362	242034
1827	139434	241951
1828	139535	241917
1829	139609	241837
1830	139716	241814
1831	139806	241761
1832	139896	241708
1833	139988	241660
1834	140081	241611
1835	140150	241523
1836	140230	241452
1837	140297	241361
1838	140376	241288
1839	140471	241244
1840	140541	241157
1841	140620	241085
1842	140692	241001
1843	140767	240922
1844	140859	240872
1845	140942	240808
1846	141041	240771
1847	141124	240705
1848	141211	240648
1849	141291	240577
1850	141381	240523
1851	141451	240437
1852	141534	240371
1853	141614	240302
1854	141710	240258
1855	141790	240188
1856	141865	240109
1857	141941	240033
1858	142025	239969
1859	142111	239909
1860	142203	239857
1861	142293	239805
1862	142366	239722
1863	142445	239650
1864	142515	239563
1865	142603	239506
1866	142695	239456
1867	142786	239403
1868	142873	239345
1869	142950	239270
1870	143032	239202
1871	143112	239132
1872	143204	239081
1873	143289	239019
1874	143371	238952
1875	143455	238887
1876	143538	238823
1877	143606	238732
1878	143695	238676
1879	143762	238585
1880	143846	238520
1881	143929	238455
1882	143999	238367
1883	144086	238309
1884	144178	238257
1885	144262	238193
1886	144332	238106
1887	144425	238056
1888	144492	237965
1889	144573	237895
1890	144663	237841
1891	144739	237764
1892	144828	237708
1893	144895	237616
1894	144978	237549
1895	145062	237485
1896	145155	237436
1897	145234	237364
1898	145308	237283
1899	145385	237207
1900	145452	237116
1901	145546	237067
1902	145609	236969
1903	145684	236890
1904	145753	236801
1905	145834	236732
1906	145919	236669
1907	146003	236605
1908	146081	236531
1909	146168	236471
1910	146258	236416
1911	146334	236339
1912	146414	236268
1913	146503	236211
1914	146584	236143
1915	146668	236078
1916	146743	235999
1917	146819	235921
1918	146894	235842
1919	146968	235761
1920	147031	235664
1921	147112	235594
1922	147192	235523
1923	147280	235464
1924	147361	235395
1925	147457	235349
1926	147528	235264
1927	147620	235212
1928	147706	235151
1929	147795	235093
1930	147866	235008
1931	147951	234945
1932	148034	234879
1933	148117	234813
1934	148197	234742
1935	148268	234655
1936	148336	234565
1937	148419	234499
1938	148509	234444
1939	148587	234370
1940	148666	234297
1941	148757	234243
1942	148824	234151
1943	148921	234107
1944	148998	234030
1945	149081	233964
1946	149165	233899
1947	149251	233837
1948	149328	233760
1949	149419	233707
1950	149490	233621
1951	149569	233549
1952	149651	233481
1953	149733	233412
1954	149829	233366
1955	149910	233296
1956	149995	233232
1957	150071	233154
1958	150151	233083
1959	150242	233028
1960	150334	232976
1961	150408	232894
1962	150476	232805
1963	150555	232732
1964	150623	232641
1965	150712	232584
1966	150805	232533
1967	150883	232458
1968	150962	232385
1969	151039	232309
1970	151129	232252
1971	151228	232210
1972	151315	232149
1973	151401	232087
1974	151487	232025
1975	151554	231934
1976	151622	231843
1977	151708	231781
1978	151791	231713
1979	151875	231647
1980	151959	231583
1981	152045	231520
1982	152133	231460
1983	152199	231367
1984	152313	231347
1985	152415	231308
1986	152505	231252
1987	152577	231169
1988	152659	231100
1989	152735	231022
1990	152818	230954
1991	152911	230901
1992	152996	230837
1993	153081	230773
1994	153164	230705
1995	153251	230644
1996	153333	230576
1997	153417	230510
1998	153500	230443
1999	153567	230351
2000	153636	230263
2001	153726	230206
2002	153801	230126
2003	153883	230056
2004	153957	229976
2005	154032	229896
2006	154108	229818
2007	154191	229751
2008	154278	229689
2009	154378	229647
2010	154475	229600
2011	154577	229561
2012	154675	229516
2013	154762	229454
2014	154849	229392
2015	154944	229342
2016	155013	229253
2017	155084	229168
2018	155177	229115
2019	155272	229065
2020	155362	229007
2021	155463	228966
2022	155537	228885
2023	155615	228810
2024	155693	228735
2025	155774	228664
2026	155861	228602
2027	155937	228523
2028	156030	228471
2029	156113	228402
2030	156202	228343
2031	156280	228267
2032	156369	228208
2033	156450	228137
2034	156534	228071
2035	156611	227994
2036	156695	227927
2037	156775	227854
2038	156852	227778
2039	156938	227715
2040	157014	227636
2041	157082	227546
2042	157149	227455
2043	157228	227380
2044	157315	227319
2045	157401	227254
2046	157489	227193
2047	157560	227108
2048	157641	227037
2049	157732	226980
2050	157807	226901
2051	157897	226843
2052	157975	226767
2053	158061	226703
2054	158154	226649
2055	158243	226589
2056	158324	226518
2057	158393	226430
2058	158468	226350
2059	158559	226293
2060	158646	226230
2061	158715	226142
2062	158810	226091
2063	158894	226024
2064	158977	225955
2065	159065	225894
2066	159138	225811
2067	159215	225735
2068	159305	225676
2069	159394	225616
2070	159462	225526
2071	159525	225429
2072	159611	225365
2073	159680	225277
2074	159755	225196
2075	159821	225105
2076	159885	225010
2077	159958	224927
2078	160031	224844
2079	160116	224779
2080	160187	224693
2081	160257	224606
2082	160336	224532
2083	160419	224464
2084	160498	224390
2085	160586	224328
2086	160669	224260
2087	160752	224191
2088	160843	224133
2089	160938	224081
2090	161010	223998
2091	161087	223921
2092	161170	223852
2093	161255	223786
2094	161338	223717
2095	161435	223668
2096	161518	223600
2097	161578	223498
2098	161666	223436
2099	161748	223366
2100	161854	223329
2101	161946	223273
2102	162035	223212
2103	162118	223143
2104	162192	223062
2105	162273	222990
2106	162356	222922
2107	162455	222874
2108	162536	222803
2109	162608	222719
2110	162697	222658
2111	162793	222607
2112	162881	222545
2113	162962	222473
2114	163054	222416
2115	163131	222339
2116	163213	222269
2117	163300	222205
2118	163371	222120
2119	163445	222039
2120	163520	221958
2121	163605	221893
2122	163698	221837
2123	163785	221774
2124	163885	221727
2125	163993	221692
2126	164096	221649
2127	164178	221579
2128	164266	221517
2129	164339	221433
2130	164415	221354
2131	164504	221293
2132	164590	221228
2133	164684	221174
2134	164791	221136
2135	164856	221043
2136	164943	220979
2137	165025	220908
2138	165114	220847
2139	165192	220770
2140	165275	220701
2141	165353	220625
2142	165433	220552
2143	165527	220497
2144	165615	220435
2145	165688	220352
2146	165775	220287
2147	165850	220207
2148	165941	220148
2149	166032	220089
2150	166140	220052
2151	166243	220010
2152	166330	219946
2153	166417	219881
2154	166497	219807
2155	166593	219754
2156	166682	219693
2157	166776	219637
2158	166864	219574
2159	166966	219530
2160	167052	219463
2161	167138	219398
2162	167230	219339
2163	167307	219262
2164	167378	219177
2165	167482	219134
2166	167585	219091
2167	167668	219021
2168	167753	218953
2169	167843	218892
2170	167939	218839
2171	168019	218766
2172	168095	218686
2173	168171	218607
2174	168251	218532
2175	168350	218484
2176	168422	218399
2177	168521	218350
2178	168603	218279
2179	168687	218209
2180	168792	218169
2181	168862	218082
2182	168959	218029
2183	169059	217981
2184	169127	217892
2185	169199	217808
2186	169269	217720
2187	169360	217660
2188	169444	217591
2189	169516	217507
2190	169604	217443
2191	169662	217341
2192	169749	217276
2193	169818	217187
2194	169900	217116
2195	169980	217043
2196	170041	216943
2197	170122	216870
2198	170214	216812
2199	170274	216712
2200	170342	216624
2201	170438	216570
2202	170521	216500
2203	170608	216433
2204	170649	216311
2205	170707	216208
2206	170797	216146
2207	170846	216034
2208	170933	215968
2209	170988	215863
2210	171072	215794
2211	171158	215727
2212	171254	215673
2213	171344	215611
2214	171444	215562
2215	171521	215484
2216	171588	215395
2217	171681	215337
2218	171742	215239
2219	171822	215165
2220	171921	215114
2221	171998	215036
2222	172071	214954
2223	172134	214858
2224	172220	214791
2225	172276	214687
2226	172335	214587
2227	172407	214502
2228	172498	214443
2229	172572	214361
2230	172620	214247
2231	172717	214194
2232	172798	214121
2233	172880	214049
2234	172935	213945
2235	173015	213870
2236	173097	213798
2237	173168	213714
2238	173258	213651
2239	173304	213535
2240	173340	213407
2241	173424	213338
2242	173493	213251
2243	173584	213189
2244	173654	213104
2245	173738	213034
2246	173829	212974
2247	173917	212910
2248	173978	212812
2249	174065	212747
2250	174125	212647
2251	174207	212576
2252	174295	212511
2253	174394	212461
2254	174475	212387
2255	174538	212293
2256	174601	212198
2257	174694	212139
2258	174785	212079
2259	174873	212014
2260	174934	211917
2261	175030	211863
2262	175109	211786
2263	175191	211715
2264	175282	211654
2265	175346	211560
2266	175420	211479
2267	175510	211417
2268	175591	211344
2269	175647	211241
2270	175737	211178
2271	175797	211080
2272	175843	210965
2273	175922	210890
2274	175966	210773
2275	176036	210687
2276	176123	210620
2277	176198	210540
2278	176227	210405
2279	176305	210328
2280	176376	210244
2281	176451	210164
2282	176535	210095
2283	176586	209985
2284	176654	209898
2285	176722	209810
2286	176778	209707
2287	176866	209642
2288	176946	209567
2289	177020	209487
2290	177104	209417
2291	177170	209326
2292	177273	209279
2293	177335	209184
2294	177417	209113
2295	177501	209043
2296	177604	208996
2297	177680	208917
2298	177732	208810
2299	177812	208736
2300	177890	208659
2301	177951	208563
2302	178011	208465
2303	178102	208404
2304	178165	208311
2305	178239	208229
2306	178335	208173
2307	178414	208098
2308	178471	207997
2309	178551	207923
2310	178618	207834
2311	178689	207749
2312	178780	207688
2313	178864	207618
2314	178946	207547
2315	179035	207483
2316	179114	207407
2317	179207	207348
2318	179310	207301
2319	179402	207240
2320	179512	207201
2321	179570	207101
2322	179656	207033
2323	179741	206965
2324	179820	206890
2325	179881	206794
2326	179964	206723
2327	180006	206605
2328	180092	206538
2329	180154	206442
2330	180220	206353
2331	180295	206272
2332	180362	206183
2333	180453	206121
2334	180525	206038
2335	180581	205937
2336	180655	205856
2337	180709	205752
2338	180761	205646
2339	180836	205565
2340	180935	205513
2341	181005	205428
2342	181063	205328
2343	181141	205252
2344	181190	205143
2345	181274	205073
2346	181358	205004
2347	181429	204919
2348	181512	204848
2349	181575	204755
2350	181663	204689
2351	181750	204623
2352	181787	204501
2353	181866	204425
2354	181951	204357
2355	182005	204254
2356	182069	204161
2357	182132	204068
2358	182199	203980
2359	182281	203907
2360	182365	203838
2361	182450	203770
2362	182519	203683
2363	182616	203628
2364	182699	203557
2365	182774	203477
2366	182838	203385
2367	182928	203322
2368	183000	203239
2369	183088	203173
2370	183167	203098
2371	183230	203005
2372	183301	202921
2373	183381	202846
2374	183454	202765
2375	183516	202671
2376	183598	202599
2377	183680	202527
2378	183758	202450
2379	183850	202389
2380	183949	202336
2381	184009	202240
2382	184113	202192
2383	184195	202120
2384	184282	202053
2385	184362	201979
2386	184428	201890
2387	184521	201830
2388	184614	201770
2389	184705	201707
2390	184791	201640
2391	184836	201527
2392	184923	201460
2393	185010	201394
2394	185092	201321
2395	185171	201246
2396	185250	201170
2397	185315	201080
2398	185400	201011
2399	185473	200929
2400	185566	200869
2401	185659	200808
2402	185743	200739
2403	185794	200633
2404	185875	200560
2405	185966	200497
2406	186046	200423
2407	186121	200343
2408	186164	200228
2409	186232	200141
2410	186268	200020
2411	186349	199947
2412	186437	199881
2413	186508	199797
2414	186584	199718
2415	186681	199662
2416	186769	199596
2417	186844	199517
2418	186927	199445
2419	186994	199358
2420	187080	199290
2421	187163	199218
2422	187245	199146
2423	187300	199044
2424	187359	198948
2425	187445	198880
2426	187490	198769
2427	187574	198699
2428	187653	198624
2429	187727	198543
2430	187805	198466
2431	187882	198389
2432	187974	198326
2433	188068	198268
2434	188137	198181
2435	188207	198097
2436	188286	198021
2437	188357	197937
2438	188448	197874
2439	188531	197804
2440	188615	197733
2441	188702	197666
2442	188772	197581
2443	188817	197470
2444	188895	197394
2445	188971	197314
2446	189029	197217
2447	189118	197152
2448	189201	197081
2449	189272	196998
2450	189351	196922
2451	189434	196851
2452	189517	196779
2453	189599	196707
2454	189668	196621
2455	189764	196563
2456	189844	196489
2457	189928	196418
2458	190018	196354
2459	190084	196266
2460	190161	196188
2461	190208	196079
2462	190296	196014
2463	190383	195946
2464	190447	195855
2465	190527	195781
2466	190633	195733
2467	190701	195647
2468	190747	195537
2469	190830	195466
2470	190906	195387
2471	190981	195307
2472	191048	195220
2473	191118	195135
2474	191218	195081
2475	191308	195017
2476	191392	194946
2477	191479	194879
2478	191520	194765
2479	191589	194680
2480	191667	194603
2481	191741	194522
2482	191831	194457
2483	191909	194382
2484	191997	194315
2485	192077	194240
2486	192150	194159
2487	192240	194094
2488	192334	194034
2489	192405	193950
2490	192502	193893
2491	192595	193832
2492	192677	193759
2493	192750	193677
2494	192841	193614
2495	192907	193525
2496	192949	193413
2497	193026	193335
2498	193082	193237
2499	193176	193176
2500	193258	193104
2501	193341	193032
2502	193426	192963
2503	193497	192879
2504	193578	192805
2505	193670	192743
2506	193745	192663
2507	193837	192601
2508	193900	192509
2509	193978	192432
2510	194063	192362
2511	194146	192291
2512	194230	192220
2513	194311	192147
2514	194387	192068
2515	194475	192002
2516	194537	191909
2517	194612	191830
2518	194700	191763
2519	194791	191699
2520	194857	191611
2521	194925	191524
2522	195001	191446
2523	195072	191362
2524	195155	191290
2525	195243	191224
2526	195322	191148
2527	195404	191075
2528	195506	191022
2529	195594	190956
2530	195647	190854
2531	195709	190763
2532	195784	190682
2533	195858	190602
2534	195925	190515
2535	195977	190413
2536	196056	190337
2537	196132	190259
2538	196220	190192
2539	196313	190129
2540	196401	190063
2541	196468	189976
2542	196548	189901
2543	196612	189811
2544	196691	189735
2545	196778	189667
2546	196878	189612
2547	196959	189538
2548	197048	189472
2549	197131	189400
2550	197217	189331
2551	197285	189245
2552	197343	189149
2553	197423	189074
2554	197502	188999
2555	197593	188935
2556	197668	188855
2557	197751	188784
2558	197827	188704
2559	197915	188638
2560	197996	188564
2561	198076	188489
2562	198141	188400
2563	198229	188333
2564	198280	188231
2565	198319	188117
2566	198386	188030
2567	198476	187965
2568	198547	187881
2569	198629	187809
2570	198718	187742
2571	198790	187660
2572	198864	187580
2573	198913	187476
2574	198993	187402
2575	199080	187333
2576	199154	187253
2577	199243	187187
2578	199338	187126
2579	199418	187051
2580	199506	186984
2581	199604	186926
2582	199671	186839
2583	199769	186781
2584	199856	186713
2585	199916	186619
2586	199998	186547
2587	200073	186467
2588	200146	186385
2589	200215	186301
2590	200302	186232
2591	200384	186159
2592	200466	186086
2593	200562	186026
2594	200654	185963
2595	200750	185902
2596	200832	185830
2597	200932	185773
2598	201022	185707
2599	201110	185640
2600	201185	185560
2601	201274	185494
2602	201366	185430
2603	201431	185341
2604	201498	185255
2605	201584	185185
2606	201666	185112
2607	201747	185038
2608	201827	184962
2609	201907	184888
2610	201997	184822
2611	202082	184751
2612	202161	184676
2613	202249	184608
2614	202332	184536
2615	202419	184467
2616	202488	184383
2617	202575	184314
2618	202653	184237
2619	202726	184156
2620	202810	184084
2621	202900	184018
2622	202983	183946
2623	203061	183869
2624	203125	183780
2625	203190	183691
2626	203265	183611
2627	203342	183534
2628	203435	183471
2629	203504	183386
2630	203574	183302
2631	203649	183222
2632	203744	183161
2633	203828	183089
2634	203906	183012
2635	203979	182931
2636	204063	182859
2637	204133	182776
2638	204217	182704
2639	204300	182632
2640	204376	182553
2641	204448	182471
2642	204517	182386
2643	204598	182312
2644	204664	182224
2645	204738	182144
2646	204828	182078
2647	204925	182018
2648	205015	181952
2649	205099	181880
2650	205186	181811
2651	205271	181741
2652	205347	181662
2653	205423	181583
2654	205527	181529
2655	205606	181453
2656	205694	181385
2657	205766	181303
2658	205835	181219
2659	205928	181155
2660	205999	181071
2661	206080	180998
2662	206173	180934
2663	206244	180851
2664	206311	180764
2665	206381	180680
2666	206470	180613
2667	206546	180534
2668	206625	180459
2669	206706	180383
2670	206781	180304
2671	206871	180238
2672	206955	180166
2673	207049	180103
2674	207128	180027
2675	207195	179940
2676	207263	179855
2677	207355	179791
2678	207438	179717
2679	207530	179653
2680	207577	179549
2681	207651	179468
2682	207733	179395
2683	207824	179329
2684	207907	179257
2685	207972	179169
2686	208040	179083
2687	208126	179013
2688	208207	178939
2689	208286	178862
2690	208367	178788
2691	208474	178737
2692	208562	178668
2693	208644	178594
2694	208713	178509
2695	208793	178435
2696	208879	178364
2697	208971	178299
2698	209052	178225
2699	209132	178150
2700	209219	178080
2701	209286	177994
2702	209357	177911
2703	209454	177850
2704	209534	177774
2705	209628	177711
2706	209717	177644
2707	209802	177573
2708	209880	177495
2709	209933	177397
2710	210017	177325
2711	210095	177248
2712	210193	177188
2713	210290	177127
2714	210361	177044
2715	210435	176964
2716	210480	176859
2717	210572	176794
2718	210656	176721
2719	210729	176640
2720	210816	176571
2721	210858	176464
2722	210951	176399
2723	211014	176309
2724	211106	176244
2725	211193	176175
2726	211260	176089
2727	211341	176014
2728	211415	175934
2729	211499	175862
2730	211574	175782
2731	211655	175708
2732	211743	175639
2733	211824	175564
2734	211896	175482
2735	211985	175415
2736	212050	175326
2737	212122	175244
2738	212201	175168
2739	212269	175083
2740	212331	174993
2741	212417	174922
2742	212508	174856
2743	212578	174772
2744	212674	174710
2745	212763	174642
2746	212843	174567
2747	212934	174501
2748	213012	174423
2749	213100	174355
2750	213175	174275
2751	213247	174193
2752	213330	174120
2753	213412	174046
2754	213495	173973
2755	213567	173891
2756	213647	173816
2757	213721	173736
2758	213787	173649
2759	213872	173577
2760	213962	173510
2761	214016	173413
2762	214085	173329
2763	214168	173256
2764	214257	173187
2765	214327	173104
2766	214419	173039
2767	214515	172976
2768	214586	172893
2769	214653	172808
2770	214723	172724
2771	214796	172642
2772	214892	172580
2773	214973	172505
2774	215060	172435
2775	215128	172350
2776	215208	172275
2777	215315	172221
2778	215395	172145
2779	215435	172038
2780	215537	171980
2781	215620	171907
2782	215701	171832
2783	215779	171755
2784	215878	171694
2785	215920	171589
2786	216000	171513
2787	216071	171430
2788	216148	171353
2789	216232	171280
2790	216294	171190
2791	216390	171128
2792	216463	171047
2793	216527	170959
2794	216595	170874
2795	216668	170793
2796	216740	170711
2797	216818	170634
2798	216882	170546
2799	216927	170443
2800	217012	170371
2801	217084	170289
2802	217158	170209
2803	217245	170139
2804	217309	170051
2805	217398	169982
2806	217469	169900
2807	217544	169820
2808	217627	169748
2809	217714	169678
2810	217796	169603
2811	217880	169531
2812	217965	169459
2813	218038	169378
2814	218121	169305
2815	218201	169230
2816	218291	169161
2817	218372	169087
2818	218450	169010
2819	218537	168940
2820	218629	168873
2821	218715	168803
2822	218790	168723
2823	218856	168637
2824	218934	168560
2825	219021	168490
2826	219107	168419
2827	219170	168330
2828	219263	168264
2829	219331	168180
2830	219415	168107
2831	219489	168027
2832	219571	167953
2833	219654	167879
2834	219729	167800
2835	219817	167730
2836	219898	167656
2837	219979	167581
2838	220065	167509
2839	220156	167442
2840	220226	167360
2841	220300	167279
2842	220377	167201
2843	220453	167122
2844	220520	167037
2845	220606	166966
2846	220685	166889
2847	220752	166804
2848	220824	166723
2849	220914	166654
2850	221005	166587
2851	221106	166527
2852	221188	166453
2853	221281	166387
2854	221386	166330
2855	221488	166271
2856	221558	166188
2857	221651	166122
2858	221722	166039
2859	221798	165961
2860	221880	165887
2861	221958	165809
2862	222028	165726
2863	222116	165656
2864	222204	165586
2865	222269	165500
2866	222363	165434
2867	222436	165354
2868	222508	165272
2869	222578	165188
2870	222664	165117
2871	222741	165039
2872	222838	164976
2873	222923	164904
2874	222976	164809
2875	223062	164737
2876	223145	164664
2877	223234	164594
2878	223304	164511
2879	223375	164428
2880	223451	164350
2881	223530	164273
2882	223616	164202
2883	223698	164128
2884	223767	164044
2885	223837	163961
2886	223930	163895
2887	224005	163815
2888	224089	163742
2889	224158	163659
2890	224239	163584
2891	224322	163510
2892	224408	163438
2893	224497	163369
2894	224588	163301
2895	224671	163228
2896	224746	163149
2897	224798	163052
2898	224882	162979
2899	224956	162899
2900	225050	162834
2901	225147	162770
2902	225234	162699
2903	225306	162617
2904	225399	162551
2905	225471	162469
2906	225553	162395
2907	225620	162310
2908	225712	162242
2909	225778	162156
2910	225870	162089
2911	225941	162007
2912	226014	161926
2913	226091	161848
2914	226173	161774
2915	226255	161699
2916	226344	161630
2917	226435	161562
2918	226531	161497
2919	226619	161427
2920	226711	161360
2921	226777	161274
2922	226852	161194
2923	226939	161124
2924	227028	161054
2925	227117	160984
2926	227190	160903
2927	227276	160832
2928	227349	160751
2929	227424	160671
2930	227517	160605
2931	227563	160505
2932	227597	160396
2933	227673	160318
2934	227749	160239
2935	227818	160156
2936	227903	160083
2937	227978	160004
2938	228067	159934
2939	228135	159850
2940	228215	159774
2941	228310	159708
2942	228377	159623
2943	228452	159544
2944	228528	159465
2945	228613	159393
2946	228713	159331
2947	228774	159242
2948	228843	159158
2949	228925	159083
2950	229014	159014
2951	229095	158938
2952	229168	158858
2953	229253	158785
2954	229351	158721
2955	229410	158631
2956	229501	158563
2957	229583	158488
2958	229640	158396
2959	229723	158322
2960	229814	158254
2961	229884	158171
2962	229960	158093
2963	230001	157990
2964	230075	157909
2965	230165	157841
2966	230246	157765
2967	230292	157666
2968	230368	157588
2969	230406	157483
2970	230505	157420
2971	230584	157343
2972	230679	157278
2973	230773	157211
2974	230867	157145
2975	230948	157069
2976	231035	156998
2977	231109	156918
2978	231178	156835
2979	231259	156759
2980	231351	156692
2981	231436	156619
2982	231522	156547
2983	231588	156462
2984	231667	156385
2985	231745	156307
2986	231811	156222
2987	231897	156150
2988	231941	156050
2989	232016	155970
2990	232095	155894
2991	232185	155825
2992	232221	155719
2993	232264	155618
2994	232352	155548
2995	232430	155470
2996	232504	155390
2997	232611	155333
2998	232691	155256
2999	232778	155185
3000	232847	155102
3001	232934	155030
3002	233016	154956
3003	233108	154888
3004	233196	154817
3005	233277	154742
3006	233343	154656
3007	233427	154583
3008	233522	154517
3009	233606	154444
3010	233661	154351
3011	233755	154284
3012	233832	154206
3013	233899	154122
3014	233987	154051
3015	234067	153975
3016	234143	153896
3017	234229	153824
3018	234317	153754
3019	234401	153680
3020	234493	153612
3021	234579	153540
3022	234639	153451
3023	234741	153389
3024	234832	153320
3025	234921	153250
3026	234990	153166
3027	235061	153085
3028	235136	153005
3029	235217	152930
3030	235292	152850
3031	235378	152778
3032	235463	152705
3033	235543	152629
3034	235604	152541
3035	235663	152451
3036	235738	152372
3037	235807	152288
3038	235880	152208
3039	235965	152135
3040	236050	152062
3041	236138	151991
3042	236204	151906
3043	236292	151835
3044	236391	151772
3045	236462	151690
3046	236510	151593
3047	236576	151508
3048	236637	151419
3049	236707	151337
3050	236792	151264
3051	236871	151187
3052	236964	151119
3053	237016	151026
3054	237104	150955
3055	237183	150878
3056	237270	150806
3057	237348	150729
3058	237436	150658
3059	237503	150573
3060	237585	150499
3061	237624	150397
3062	237706	150322
3063	237806	150258
3064	237879	150178
3065	237953	150098
3066	238029	150020
3067	238115	149947
3068	238207	149878
3069	238254	149782
3070	238336	149707
3071	238425	149636
3072	238506	149561
3073	238558	149467
3074	238642	149394
3075	238705	149307
3076	238780	149228
3077	238865	149155
3078	238943	149078
3079	239018	148998
3080	239101	148924
3081	239180	148847
3082	239266	148775
3083	239359	148706
3084	239437	148629
3085	239524	148558
3086	239603	148481
3087	239686	148406
3088	239772	148334
3089	239852	148258
3090	239935	148184
3091	240003	148100
3092	240080	148022
3093	240168	147951
3094	240253	147877
3095	240317	147792
3096	240374	147702
3097	240448	147621
3098	240531	147547
3099	240600	147464
3100	240679	147388
3101	240750	147306
3102	240798	147210
3103	240889	147141
3104	240970	147065
3105	241018	146970
3106	241133	146914
3107	241221	146844
3108	241312	146774
3109	241387	146695
3110	241463	146616
3111	241546	146542
3112	241633	146470
3113	241709	146391
3114	241799	146321
3115	241875	146243
3116	241959	146169
3117	242031	146088
3118	242118	146016
3119	242205	145944
3120	242301	145877
3121	242346	145780
3122	242438	145711
3123	242502	145625
3124	242576	145545
3125	242651	145466
3126	242733	145391
3127	242818	145318
3128	242895	145240
3129	242981	145168
3130	243071	145097
3131	243161	145027
3132	243254	144958
3133	243333	144882
3134	243416	144807
3135	243504	144736
3136	243568	144650
3137	243658	144579
3138	243736	144502
3139	243784	144407
3140	243856	144326
3141	243942	144253
3142	244035	144185
3143	244118	144110
3144	244196	144033
3145	244285	143962
3146	244379	143894
3147	244463	143820
3148	244553	143750
3149	244619	143665
3150	244694	143586
3151	244763	143503
3152	244851	143431
3153	244933	143356
3154	245020	143284
3155	245084	143198
3156	245158	143118
3157	245233	143040
3158	245318	142966
3159	245405	142894
3160	245483	142816
3161	245574	142746
3162	245652	142669
3163	245731	142592
3164	245812	142516
3165	245898	142444
3166	245973	142364
3167	246047	142285
3168	246125	142207
3169	246172	142111
3170	246238	142027
3171	246305	141944
3172	246389	141870
3173	246465	141791
3174	246534	141708
3175	246605	141627
3176	246688	141552
3177	246770	141477
3178	246834	141392
3179	246901	141308
3180	246974	141228
3181	247069	141160
3182	247142	141079
3183	247220	141002
3184	247299	140925
3185	247342	140828
3186	247434	140758
3187	247517	140684
3188	247598	140608
3189	247675	140530
3190	247758	140455
3191	247832	140376
3192	247899	140292
3193	247945	140197
3194	248002	140108
3195	248085	140033
3196	248169	139959
3197	248247	139881
3198	248322	139802
3199	248403	139727
3200	248486	139652
3201	248566	139575
3202	248646	139499
3203	248724	139422
3204	248816	139352
3205	248902	139279
3206	248987	139206
3207	249069	139131
3208	249147	139053
3209	249213	138969
3210	249288	138890
3211	249371	138815
3212	249461	138744
3213	249532	138663
3214	249604	138582
3215	249686	138507
3216	249772	138434
3217	249844	138353
3218	249917	138273
