iter	Passed	Remaining
604	43096	313075
605	43178	313078
606	43260	313085
607	43336	313046
608	43418	313057
609	43505	313094
610	43576	313024
611	43649	312966
612	43727	312944
613	43794	312837
614	43853	312679
615	43926	312618
616	43986	312465
617	44063	312438
618	44131	312341
619	44217	312376
620	44288	312299
621	44356	312208
622	44432	312171
623	44505	312110
624	44580	312063
625	44685	312226
626	44754	312142
627	44840	312169
628	44925	312192
629	45003	312165
630	45086	312175
631	45170	312193
632	45244	312135
633	45331	312172
634	45427	312272
635	45502	312223
636	45586	312237
637	45645	312079
638	45722	312042
639	45788	311932
640	45867	311913
641	45933	311802
642	46004	311729
643	46067	311597
644	46155	311641
645	46245	311692
646	46307	311556
647	46373	311447
648	46436	311316
649	46501	311205
650	46589	311241
651	46674	311256
652	46755	311253
653	46834	311225
654	46911	311189
655	46987	311151
656	47063	311103
657	47146	311106
658	47219	311045
659	47295	311004
660	47367	310936
661	47449	310930
662	47527	310898
663	47607	310883
664	47704	310973
665	47789	310991
666	47880	311041
667	47967	311073
668	48050	311073
669	48129	311044
670	48211	311036
671	48274	310911
672	48350	310866
673	48429	310837
674	48491	310707
675	48570	310677
676	48649	310651
677	48711	310520
678	48789	310482
679	48866	310443
680	48943	310406
681	49020	310367
682	49077	310203
683	49135	310039
684	49213	310007
685	49294	309996
686	49381	310020
687	49443	309885
688	49524	309866
689	49598	309813
690	49654	309640
691	49728	309580
692	49808	309557
693	49884	309515
694	49957	309451
695	50024	309345
696	50105	309330
697	50188	309330
698	50249	309187
699	50316	309088
700	50385	308995
701	50465	308977
702	50530	308858
703	50605	308808
704	50675	308725
705	50754	308699
706	50814	308552
707	50882	308459
708	50961	308427
709	51030	308338
710	51100	308257
711	51178	308219
712	51248	308135
713	51328	308112
714	51387	307966
715	51452	307853
716	51528	307807
717	51607	307774
718	51687	307750
719	51753	307643
720	51810	307484
721	51883	307423
722	51962	307391
723	52048	307405
724	52125	307359
725	52193	307265
726	52270	307222
727	52344	307165
728	52411	307062
729	52487	307016
730	52563	306969
731	52641	306930
732	52707	306825
733	52771	306707
734	52849	306670
735	52925	306619
736	53002	306579
737	53078	306533
738	53158	306506
739	53232	306449
740	53310	306412
741	53376	306301
742	53446	306219
743	53520	306160
744	53593	306094
745	53675	306078
746	53749	306021
747	53835	306028
748	53903	305930
749	53976	305865
750	54053	305820
751	54115	305694
752	54195	305666
753	54270	305615
754	54340	305530
755	54401	305396
756	54465	305280
757	54546	305260
758	54615	305169
759	54685	305089
760	54756	305012
761	54819	304886
762	54886	304788
763	54962	304742
764	55030	304646
765	55099	304558
766	55173	304494
767	55233	304362
768	55317	304354
769	55398	304333
770	55471	304263
771	55548	304220
772	55607	304080
773	55683	304029
774	55756	303962
775	55830	303899
776	55896	303797
777	55970	303737
778	56047	303694
779	56130	303677
780	56210	303653
781	56284	303590
782	56361	303543
783	56442	303522
784	56525	303508
785	56598	303440
786	56678	303412
787	56753	303358
788	56838	303353
789	56920	303338
790	56989	303247
791	57063	303187
792	57144	303161
793	57225	303135
794	57299	303074
795	57375	303024
796	57443	302929
797	57519	302876
798	57596	302830
799	57667	302754
800	57735	302659
801	57818	302644
802	57880	302520
803	57968	302529
804	58039	302456
805	58118	302415
806	58197	302380
807	58274	302332
808	58353	302297
809	58424	302220
810	58505	302194
811	58582	302146
812	58657	302088
813	58738	302062
814	58809	301987
815	58891	301963
816	58962	301887
817	59035	301814
818	59113	301772
819	59184	301698
820	59245	301568
821	59319	301502
822	59376	301353
823	59456	301322
824	59527	301246
825	59601	301184
826	59680	301143
827	59746	301039
828	59825	301005
829	59900	300946
830	59971	300868
831	60035	300756
832	60116	300727
833	60182	300625
834	60254	300552
835	60336	300528
836	60412	300473
837	60481	300384
838	60549	300295
839	60630	300267
840	60716	300262
841	60793	300211
842	60870	300162
843	60951	300137
844	61029	300093
845	61103	300027
846	61166	299908
847	61225	299775
848	61305	299741
849	61369	299629
850	61451	299603
851	61537	299597
852	61605	299507
853	61683	299461
854	61752	299374
855	61824	299301
856	61895	299220
857	61962	299123
858	62035	299054
859	62105	298971
860	62178	298905
861	62257	298866
862	62332	298806
863	62404	298730
864	62489	298721
865	62569	298684
866	62641	298611
867	62710	298525
868	62791	298494
869	62849	298352
870	62917	298262
871	63004	298261
872	63076	298185
873	63152	298133
874	63216	298021
875	63283	297925
876	63346	297807
877	63429	297785
878	63487	297646
879	63552	297540
880	63616	297430
881	63692	297377
882	63769	297327
883	63844	297267
884	63932	297266
885	64004	297195
886	64084	297156
887	64157	297089
888	64233	297036
889	64315	297006
890	64394	296964
891	64451	296821
892	64513	296704
893	64593	296668
894	64666	296600
895	64729	296484
896	64797	296391
897	64875	296346
898	64944	296260
899	65021	296207
900	65097	296151
901	65162	296049
902	65247	296032
903	65322	295975
904	65400	295926
905	65482	295900
906	65562	295863
907	65627	295756
908	65709	295729
909	65797	295728
910	65865	295635
911	65948	295611
912	66026	295562
913	66095	295477
914	66158	295362
915	66229	295287
916	66297	295193
917	66362	295089
918	66436	295024
919	66519	295001
920	66560	294787
921	66639	294745
922	66703	294635
923	66765	294518
924	66829	294413
925	66908	294366
926	66988	294332
927	67052	294220
928	67135	294195
929	67197	294077
930	67277	294039
931	67358	294007
932	67439	293972
933	67512	293903
934	67597	293886
935	67675	293838
936	67747	293765
937	67820	293696
938	67895	293635
939	67973	293587
940	68042	293502
941	68103	293379
942	68166	293267
943	68245	293222
944	68329	293202
945	68406	293148
946	68471	293045
947	68547	292990
948	68626	292944
949	68688	292830
950	68767	292784
951	68836	292701
952	68896	292573
953	68972	292517
954	69037	292415
955	69122	292395
956	69201	292352
957	69283	292321
958	69359	292262
959	69429	292183
960	69498	292096
961	69576	292047
962	69661	292029
963	69737	291971
964	69809	291899
965	69901	291906
966	69973	291833
967	70043	291752
968	70109	291654
969	70189	291611
970	70262	291541
971	70346	291518
972	70417	291440
973	70497	291400
974	70575	291351
975	70658	291320
976	70721	291211
977	70788	291114
978	70852	291008
979	70914	290895
980	70984	290812
981	71052	290721
982	71120	290633
983	71202	290599
984	71285	290570
985	71352	290473
986	71422	290392
987	71490	290302
988	71558	290215
989	71643	290190
990	71729	290174
991	71810	290137
992	71898	290126
993	71966	290037
994	72043	289983
995	72119	289925
996	72184	289824
997	72265	289785
998	72337	289711
999	72417	289670
1000	72516	289705
1001	72599	289675
1002	72680	289636
1003	72744	289527
1004	72824	289484
1005	72896	289412
1006	72969	289342
1007	73050	289301
1008	73131	289264
1009	73207	289207
1010	73288	289166
1011	73367	289121
1012	73437	289036
1013	73505	288947
1014	73582	288893
1015	73659	288837
1016	73738	288790
1017	73817	288743
1018	73885	288654
1019	73963	288604
1020	74033	288521
1021	74098	288417
1022	74161	288308
1023	74233	288233
1024	74299	288137
1025	74359	288016
1026	74429	287935
1027	74505	287875
1028	74589	287848
1029	74673	287819
1030	74751	287769
1031	74816	287666
1032	74893	287611
1033	74972	287564
1034	75047	287501
1035	75119	287426
1036	75204	287401
1037	75291	287382
1038	75376	287359
1039	75460	287328
1040	75538	287278
1041	75622	287247
1042	75701	287201
1043	75772	287123
1044	75851	287073
1045	75918	286978
1046	75990	286904
1047	76069	286856
1048	76150	286817
1049	76223	286746
1050	76306	286711
1051	76391	286686
1052	76477	286663
1053	76557	286618
1054	76623	286519
1055	76706	286487
1056	76783	286432
1057	76855	286357
1058	76936	286315
1059	77018	286276
1060	77093	286210
1061	77172	286162
1062	77257	286135
1063	77339	286098
1064	77424	286070
1065	77505	286027
1066	77577	285955
1067	77653	285893
1068	77734	285851
1069	77816	285812
1070	77897	285769
1071	77976	285719
1072	78059	285685
1073	78145	285662
1074	78223	285607
1075	78310	285584
1076	78380	285503
1077	78461	285459
1078	78531	285378
1079	78609	285323
1080	78690	285280
1081	78756	285182
1082	78843	285161
1083	78935	285156
1084	79005	285075
1085	79087	285033
1086	79155	284944
1087	79219	284842
1088	79283	284734
1089	79363	284687
1090	79436	284617
1091	79509	284546
1092	79573	284441
1093	79660	284419
1094	79743	284380
1095	79809	284283
1096	79868	284161
1097	79929	284048
1098	80017	284029
1099	80138	284127
1100	80222	284093
1101	80308	284065
1102	80375	283973
1103	80457	283932
1104	80537	283886
1105	80607	283802
1106	80674	283709
1107	80757	283670
1108	80838	283628
1109	80917	283575
1110	80988	283497
1111	81056	283405
1112	81145	283388
1113	81227	283349
1114	81316	283331
1115	81393	283273
1116	81457	283168
1117	81542	283136
1118	81607	283037
1119	81688	282991
1120	81759	282914
1121	81829	282829
1122	81892	282723
1123	81972	282673
1124	82045	282602
1125	82120	282533
1126	82210	282521
1127	82297	282494
1128	82358	282381
1129	82439	282338
1130	82524	282306
1131	82604	282257
1132	82678	282186
1133	82755	282128
1134	82842	282102
1135	82922	282051
1136	82991	281966
1137	83065	281897
1138	83132	281804
1139	83206	281735
1140	83283	281675
1141	83350	281581
1142	83411	281468
1143	83477	281371
1144	83560	281332
1145	83638	281276
1146	83717	281222
1147	83781	281119
1148	83865	281084
1149	83948	281046
1150	84026	280990
1151	84085	280869
1152	84169	280834
1153	84247	280777
1154	84338	280762
1155	84411	280690
1156	84480	280604
1157	84564	280567
1158	84624	280452
1159	84707	280411
1160	84783	280347
1161	84844	280236
1162	84930	280204
1163	84998	280116
1164	85059	280003
1165	85128	279916
1166	85200	279841
1167	85275	279774
1168	85341	279676
1169	85409	279589
1170	85483	279518
1171	85557	279449
1172	85658	279467
1173	85735	279407
1174	85817	279364
1175	85882	279263
1176	85960	279208
1177	86055	279206
1178	86140	279171
1179	86218	279112
1180	86300	279068
1181	86375	279002
1182	86446	278924
1183	86522	278859
1184	86587	278761
1185	86660	278687
1186	86746	278654
1187	86819	278582
1188	86885	278487
1189	86961	278424
1190	87032	278343
1191	87138	278375
1192	87224	278342
1193	87303	278288
1194	87398	278286
1195	87466	278197
1196	87563	278198
1197	87659	278199
1198	87734	278131
1199	87808	278059
1200	87882	277988
1201	87978	277989
1202	88045	277894
1203	88115	277813
1204	88206	277794
1205	88293	277765
1206	88366	277693
1207	88446	277638
1208	88523	277578
1209	88632	277618
1210	88742	277659
1211	88853	277705
1212	88940	277674
1213	89045	277698
1214	89128	277654
1215	89225	277654
1216	89346	277731
1217	89430	277689
1218	89498	277598
1219	89586	277572
1220	89660	277500
1221	89744	277458
1222	89831	277426
1223	89926	277420
1224	90015	277393
1225	90083	277303
1226	90153	277220
1227	90244	277199
1228	90343	277203
1229	90456	277253
1230	90569	277298
1231	90667	277301
1232	90781	277351
1233	90902	277420
1234	91002	277428
1235	91092	277403
1236	91180	277373
1237	91289	277407
1238	91386	277405
1239	91453	277311
1240	91544	277289
1241	91650	277312
1242	91736	277275
1243	91824	277244
1244	91924	277249
1245	91995	277167
1246	92070	277098
1247	92152	277049
1248	92238	277011
1249	92335	277007
1250	92431	276997
1251	92526	276988
1252	92616	276962
1253	92715	276963
1254	92792	276900
1255	92877	276858
1256	92954	276793
1257	93055	276800
1258	93123	276708
1259	93216	276690
1260	93300	276644
1261	93384	276601
1262	93472	276569
1263	93546	276493
1264	93646	276496
1265	93740	276482
1266	93806	276384
1267	93880	276309
1268	93952	276231
1269	94037	276187
1270	94129	276167
1271	94203	276091
1272	94282	276033
1273	94368	275993
1274	94433	275895
1275	94531	275889
1276	94609	275827
1277	94691	275776
1278	94765	275703
1279	94844	275641
1280	94915	275559
1281	94983	275466
1282	95078	275453
1283	95154	275385
1284	95240	275346
1285	95331	275318
1286	95413	275269
1287	95501	275233
1288	95586	275190
1289	95676	275161
1290	95750	275089
1291	95840	275060
1292	95917	274991
1293	95991	274918
1294	96074	274869
1295	96157	274821
1296	96236	274759
1297	96318	274708
1298	96397	274647
1299	96470	274568
1300	96554	274522
1301	96621	274427
1302	96695	274353
1303	96789	274336
1304	96860	274251
1305	96951	274224
1306	97038	274187
1307	97118	274128
1308	97191	274051
1309	97317	274124
1310	97420	274131
1311	97519	274124
1312	97642	274188
1313	97725	274135
1314	97791	274038
1315	97883	274014
1316	97967	273967
1317	98055	273929
1318	98134	273868
1319	98221	273829
1320	98299	273766
1321	98382	273713
1322	98481	273709
1323	98558	273641
1324	98649	273613
1325	98735	273571
1326	98827	273544
1327	98900	273464
1328	98969	273376
1329	99031	273266
1330	99121	273235
1331	99205	273188
1332	99283	273123
1333	99375	273095
1334	99465	273065
1335	99538	272985
1336	99629	272955
1337	99726	272942
1338	99792	272844
1339	99880	272808
1340	99962	272753
1341	100044	272698
1342	100135	272669
1343	100212	272602
1344	100288	272531
1345	100364	272460
1346	100444	272401
1347	100539	272381
1348	100601	272271
1349	100683	272219
1350	100773	272185
1351	100847	272109
1352	100916	272020
1353	101000	271969
1354	101080	271909
1355	101155	271835
1356	101225	271750
1357	101305	271689
1358	101372	271593
1359	101452	271534
1360	101538	271491
1361	101632	271468
1362	101698	271369
1363	101784	271326
1364	101847	271220
1365	101920	271140
1366	102001	271083
1367	102076	271011
1368	102169	270983
1369	102242	270905
1370	102304	270798
1371	102375	270712
1372	102456	270654
1373	102541	270608
1374	102607	270509
1375	102676	270420
1376	102755	270358
1377	102821	270261
1378	102905	270211
1379	102988	270158
1380	103060	270076
1381	103149	270039
1382	103233	269990
1383	103297	269888
1384	103380	269833
1385	103463	269782
1386	103548	269734
1387	103626	269667
1388	103703	269598
1389	103800	269583
1390	103870	269495
1391	103947	269428
1392	104037	269391
1393	104116	269329
1394	104196	269268
1395	104276	269207
1396	104345	269115
1397	104413	269025
1398	104497	268974
1399	104580	268922
1400	104665	268872
1401	104747	268817
1402	104828	268758
1403	104916	268718
1404	104994	268651
1405	105071	268583
1406	105147	268510
1407	105219	268430
1408	105293	268352
1409	105368	268279
1410	105444	268205
1411	105529	268159
1412	105603	268081
1413	105681	268014
1414	105762	267957
1415	105845	267903
1416	105932	267858
1417	106014	267803
1418	106103	267764
1419	106175	267680
1420	106256	267623
1421	106350	267595
1422	106413	267492
1423	106497	267440
1424	106582	267392
1425	106669	267346
1426	106737	267255
1427	106822	267206
1428	106905	267151
1429	106986	267091
1430	107066	267029
1431	107124	266913
1432	107196	266832
1433	107282	266784
1434	107356	266708
1435	107431	266633
1436	107511	266572
1437	107587	266500
1438	107654	266405
1439	107727	266327
1440	107815	266284
1441	107893	266217
1442	107956	266114
1443	108027	266028
1444	108099	265946
1445	108184	265896
1446	108265	265837
1447	108337	265755
1448	108423	265709
1449	108510	265662
1450	108600	265625
1451	108675	265551
1452	108762	265505
1453	108830	265414
1454	108907	265345
1455	108999	265312
1456	109069	265225
1457	109146	265155
1458	109226	265092
1459	109308	265035
1460	109388	264974
1461	109478	264933
1462	109566	264892
1463	109648	264833
1464	109716	264741
1465	109786	264655
1466	109858	264572
1467	109953	264547
1468	110031	264480
1469	110118	264433
1470	110191	264354
1471	110277	264305
1472	110360	264250
1473	110446	264202
1474	110522	264128
1475	110609	264083
1476	110697	264039
1477	110779	263981
1478	110871	263947
1479	110955	263894
1480	111032	263824
1481	111109	263754
1482	111198	263711
1483	111277	263647
1484	111348	263563
1485	111438	263521
1486	111535	263499
1487	111615	263437
1488	111705	263397
1489	111777	263315
1490	111866	263272
1491	111946	263208
1492	112024	263140
1493	112090	263044
1494	112177	262997
1495	112258	262937
1496	112341	262880
1497	112429	262836
1498	112518	262792
1499	112587	262703
1500	112678	262666
1501	112755	262596
1502	112842	262548
1503	112915	262468
1504	113001	262417
1505	113075	262341
1506	113160	262288
1507	113239	262223
1508	113328	262180
1509	113407	262114
1510	113496	262071
1511	113571	261995
1512	113638	261901
1513	113721	261845
1514	113801	261781
1515	113873	261698
1516	113944	261613
1517	114017	261534
1518	114086	261445
1519	114156	261357
1520	114248	261321
1521	114331	261265
1522	114394	261163
1523	114482	261116
1524	114552	261029
1525	114636	260975
1526	114713	260904
1527	114790	260833
1528	114870	260769
1529	114944	260691
1530	115032	260646
1531	115102	260558
1532	115180	260490
1533	115258	260421
1534	115344	260370
1535	115408	260270
1536	115482	260191
1537	115557	260117
1538	115637	260053
1539	115720	259995
1540	115803	259938
1541	115882	259870
1542	115956	259794
1543	116043	259745
1544	116113	259658
1545	116184	259574
1546	116257	259494
1547	116346	259450
1548	116431	259395
1549	116507	259323
1550	116590	259265
1551	116658	259174
1552	116732	259096
1553	116816	259040
1554	116893	258969
1555	116970	258897
1556	117044	258819
1557	117132	258774
1558	117205	258694
1559	117266	258587
1560	117352	258536
1561	117439	258486
1562	117506	258393
1563	117591	258340
1564	117668	258269
1565	117743	258192
1566	117831	258147
1567	117916	258092
1568	117980	257993
1569	118068	257946
1570	118155	257897
1571	118227	257813
1572	118301	257735
1573	118387	257685
1574	118471	257629
1575	118550	257561
1576	118626	257488
1577	118706	257422
1578	118780	257345
1579	118850	257258
1580	118932	257198
1581	119011	257131
1582	119090	257063
1583	119168	256995
1584	119255	256943
1585	119325	256857
1586	119399	256780
1587	119475	256706
1588	119575	256684
1589	119663	256636
1590	119738	256560
1591	119826	256512
1592	119904	256443
1593	119986	256381
1594	120063	256310
1595	120131	256219
1596	120227	256189
1597	120313	256136
1598	120372	256026
1599	120453	255964
1600	120531	255894
1601	120613	255833
1602	120707	255798
1603	120805	255769
1604	120888	255711
1605	120967	255643
1606	121060	255605
1607	121149	255558
1608	121218	255470
1609	121302	255412
1610	121358	255298
1611	121449	255254
1612	121533	255198
1613	121617	255140
1614	121704	255090
1615	121772	254999
1616	121862	254953
1617	121945	254894
1618	122030	254840
1619	122102	254758
1620	122187	254702
1621	122275	254653
1622	122358	254592
1623	122433	254517
1624	122518	254460
1625	122610	254420
1626	122698	254371
1627	122777	254302
1628	122864	254252
1629	122945	254187
1630	123027	254125
1631	123134	254116
1632	123222	254065
1633	123312	254020
1634	123399	253969
1635	123487	253919
1636	123562	253842
1637	123635	253761
1638	123720	253706
1639	123807	253653
1640	123882	253578
1641	124010	253610
1642	124089	253542
1643	124161	253458
1644	124242	253394
1645	124337	253358
1646	124412	253282
1647	124498	253226
1648	124580	253165
1649	124659	253096
1650	124744	253040
1651	124820	252966
1652	124913	252924
1653	125009	252890
1654	125086	252818
1655	125175	252768
1656	125228	252649
1657	125309	252583
1658	125411	252561
1659	125501	252514
1660	125589	252465
1661	125675	252409
1662	125753	252337
1663	125832	252269
1664	125914	252206
