iter	RMSE
1665	8.738198186
1666	8.738177228
1667	8.738113802
1668	8.73807017
1669	8.738021911
1670	8.737987249
1671	8.737968733
1672	8.737902723
1673	8.737853802
1674	8.737818364
1675	8.737788653
1676	8.737770989
1677	8.737732509
1678	8.73769822
1679	8.73766555
1680	8.737636026
1681	8.737598746
1682	8.737561529
1683	8.737540663
1684	8.737516554
1685	8.737494573
1686	8.73745347
1687	8.737433416
1688	8.737404857
1689	8.737357253
1690	8.737328643
1691	8.737294676
1692	8.737263766
1693	8.737204521
1694	8.737174884
1695	8.737136154
1696	8.737124884
1697	8.737099452
1698	8.737080126
1699	8.737064001
1700	8.737027246
1701	8.737026144
1702	8.736982266
1703	8.736949912
1704	8.736919584
1705	8.736880931
1706	8.736849956
1707	8.736817513
1708	8.736765081
1709	8.73672872
1710	8.736692559
1711	8.736648667
1712	8.736614761
1713	8.736591841
1714	8.736540961
1715	8.736511777
1716	8.736495472
1717	8.736451348
1718	8.736410385
1719	8.736368902
1720	8.736343219
1721	8.736330936
1722	8.736292645
1723	8.736280936
1724	8.736254437
1725	8.736225198
1726	8.736200279
1727	8.736158001
1728	8.736137677
1729	8.736099222
1730	8.736054731
1731	8.736025576
1732	8.735995633
1733	8.735960808
1734	8.73593824
1735	8.735906263
1736	8.735882485
1737	8.73583763
1738	8.735819265
1739	8.735819109
1740	8.735785929
1741	8.735785364
1742	8.735749466
1743	8.735742066
1744	8.735696536
1745	8.735668452
1746	8.735641014
1747	8.735628367
1748	8.735588066
1749	8.735577078
1750	8.735551005
1751	8.73551975
1752	8.735497526
1753	8.735472229
1754	8.735452279
1755	8.735429257
1756	8.735385281
1757	8.73538405
1758	8.7353673
1759	8.735342671
1760	8.735337796
1761	8.735297126
1762	8.735296084
1763	8.73524989
1764	8.735207572
1765	8.735169301
1766	8.735137366
1767	8.735105663
1768	8.735071563
1769	8.73500529
1770	8.734978936
1771	8.734955774
1772	8.734926415
1773	8.734901191
1774	8.734859024
1775	8.734810702
1776	8.734790462
1777	8.734746485
1778	8.734712412
1779	8.734681421
1780	8.734675981
1781	8.734631369
1782	8.734604765
1783	8.734577099
1784	8.734529856
1785	8.734525133
1786	8.734507971
1787	8.734478074
1788	8.7344446
1789	8.734414707
1790	8.734376982
1791	8.734342473
1792	8.734323519
1793	8.734283536
1794	8.734243681
1795	8.734186086
1796	8.734178796
1797	8.734139782
1798	8.734099903
1799	8.734054727
1800	8.734047621
1801	8.734005112
1802	8.733961908
1803	8.733942515
1804	8.733933388
1805	8.733929393
1806	8.733916844
1807	8.733891196
1808	8.733862925
1809	8.733804429
1810	8.733777393
1811	8.733749982
1812	8.733716955
1813	8.733702015
1814	8.733679887
1815	8.733651539
1816	8.733609875
1817	8.733604064
1818	8.733567829
1819	8.733538568
1820	8.733502614
1821	8.733456481
1822	8.733421361
1823	8.733380857
1824	8.733362789
1825	8.733306836
1826	8.733286938
1827	8.73325306
1828	8.733237542
1829	8.733227379
1830	8.733226409
1831	8.733219576
1832	8.733167988
1833	8.733120047
1834	8.733096733
1835	8.733073416
1836	8.733072127
1837	8.733035444
1838	8.733006864
1839	8.732977035
1840	8.732930346
1841	8.732896938
1842	8.732868845
1843	8.732825551
1844	8.732787904
1845	8.732760382
1846	8.7327252
1847	8.732678226
1848	8.732645877
1849	8.73260559
1850	8.732604667
1851	8.732563754
1852	8.732525168
1853	8.732503636
1854	8.732449314
1855	8.732410518
1856	8.7323673
1857	8.732341225
1858	8.732322878
1859	8.732319144
1860	8.732288259
1861	8.732256639
1862	8.732226271
1863	8.732195412
1864	8.732154741
1865	8.732151543
1866	8.732146256
1867	8.732111049
1868	8.732104011
1869	8.732072982
1870	8.732059168
1871	8.732033617
1872	8.732011963
1873	8.731983925
1874	8.731967659
1875	8.731944462
1876	8.731935989
1877	8.731906437
1878	8.731896535
1879	8.731861283
1880	8.73181607
1881	8.73179156
1882	8.731777916
1883	8.731743717
1884	8.73169525
1885	8.731686256
1886	8.731663448
1887	8.731662123
1888	8.731661985
1889	8.731633681
1890	8.731626607
1891	8.73159228
1892	8.731583901
1893	8.731564373
1894	8.731534909
1895	8.73149353
1896	8.73144872
1897	8.731422023
1898	8.731398034
1899	8.731364453
1900	8.731317348
1901	8.731256817
1902	8.731226161
1903	8.731181406
1904	8.73114338
1905	8.731114346
1906	8.731078647
1907	8.731023887
1908	8.730989454
1909	8.730953497
1910	8.730914573
1911	8.730874591
1912	8.730857761
1913	8.730824664
1914	8.730783482
1915	8.730748557
1916	8.730707195
1917	8.730677332
1918	8.730657308
1919	8.730618838
1920	8.730612248
1921	8.730571243
1922	8.730515152
1923	8.730481759
1924	8.730442179
1925	8.730442165
1926	8.730414972
1927	8.73040739
1928	8.730384495
1929	8.730330724
1930	8.730312619
1931	8.730250611
1932	8.730212384
1933	8.730199085
1934	8.730172544
1935	8.730122194
1936	8.730104462
1937	8.73005456
1938	8.730050889
1939	8.730018518
1940	8.730002264
1941	8.729981643
1942	8.729954407
1943	8.729924282
1944	8.729869617
1945	8.729837122
1946	8.729836996
1947	8.729801983
1948	8.729762878
1949	8.729730521
1950	8.729707061
1951	8.729690505
1952	8.729677446
1953	8.729657573
1954	8.729633131
1955	8.729599905
1956	8.729584317
1957	8.729567228
1958	8.729531011
1959	8.729511745
1960	8.729486182
1961	8.729450499
1962	8.729417675
1963	8.729386173
1964	8.729355783
1965	8.729316059
1966	8.72928825
1967	8.72923944
1968	8.729234837
1969	8.729227082
1970	8.72920377
1971	8.729184027
1972	8.729160213
1973	8.729156375
1974	8.729124581
1975	8.729087383
1976	8.729043624
1977	8.729030833
1978	8.728995758
1979	8.728969964
1980	8.728947532
1981	8.728882812
1982	8.728849732
1983	8.728817949
1984	8.728775453
1985	8.728750103
1986	8.728701138
1987	8.728656359
1988	8.728602524
1989	8.728564173
1990	8.728537299
1991	8.728506426
1992	8.728491635
1993	8.728463447
1994	8.7284277
1995	8.728421806
1996	8.728383525
1997	8.728364435
1998	8.728361118
1999	8.7283015
2000	8.728268257
2001	8.728239229
2002	8.728221992
2003	8.728182288
2004	8.728172505
2005	8.728143447
2006	8.728142931
2007	8.72812486
2008	8.728074997
2009	8.728052817
2010	8.728033739
2011	8.728012894
2012	8.728001407
2013	8.727983272
2014	8.727921894
2015	8.727892187
2016	8.727852113
2017	8.72780824
2018	8.727773231
2019	8.727752415
2020	8.727724467
2021	8.727709164
2022	8.727687416
2023	8.727683735
2024	8.727679065
2025	8.727642513
2026	8.727605572
2027	8.727599506
2028	8.72756276
2029	8.727539244
2030	8.727511716
2031	8.72745446
2032	8.72743074
2033	8.727394563
2034	8.72735967
2035	8.727334447
2036	8.727319209
2037	8.727280634
2038	8.727279833
2039	8.727243436
2040	8.727241956
2041	8.727238542
2042	8.727211417
2043	8.727184668
2044	8.727161496
2045	8.72711328
2046	8.727095771
2047	8.727086845
2048	8.727058558
2049	8.727056371
2050	8.727017522
2051	8.726991882
2052	8.726965529
2053	8.726910287
2054	8.726895002
2055	8.726869255
2056	8.726841305
2057	8.726799538
2058	8.726773044
2059	8.72673754
2060	8.726684348
2061	8.726657199
2062	8.726630327
2063	8.726617364
2064	8.726579163
2065	8.726540941
2066	8.726513322
2067	8.726483394
2068	8.726423937
2069	8.726399338
2070	8.726389664
2071	8.726357205
2072	8.726318767
2073	8.726294635
2074	8.726278191
2075	8.726244924
2076	8.726218921
2077	8.726171863
2078	8.726161104
2079	8.726136299
2080	8.726089508
2081	8.726048838
2082	8.726032631
2083	8.726007801
2084	8.725974554
2085	8.725953634
2086	8.725921853
2087	8.725887966
2088	8.72583916
2089	8.725813522
2090	8.725809291
2091	8.725787012
2092	8.725766148
2093	8.725741715
2094	8.725697653
2095	8.725654209
2096	8.725637446
2097	8.725625066
2098	8.725620312
2099	8.725608001
2100	8.72557897
2101	8.725564132
2102	8.725563315
2103	8.725526497
2104	8.725506373
2105	8.725478838
2106	8.725470728
2107	8.725437533
2108	8.725408402
2109	8.725393155
2110	8.725370753
2111	8.725322438
2112	8.725305298
2113	8.72525847
2114	8.725220425
2115	8.725209606
2116	8.725175324
2117	8.725160964
2118	8.725125775
2119	8.725098571
2120	8.72504588
2121	8.725021523
2122	8.724984525
2123	8.724954832
2124	8.724929839
2125	8.724898654
2126	8.724898288
2127	8.724864463
2128	8.724856884
2129	8.724826097
2130	8.724782159
2131	8.724722968
2132	8.724691255
2133	8.724664404
2134	8.724636814
2135	8.724603402
2136	8.724572594
2137	8.724548513
2138	8.724508867
2139	8.724481971
2140	8.724449509
2141	8.724445199
2142	8.724408786
2143	8.72439742
2144	8.724353117
2145	8.724325297
2146	8.724287545
2147	8.724232778
2148	8.724216144
2149	8.724195835
2150	8.724165255
2151	8.724127838
2152	8.724109433
2153	8.724093644
2154	8.724076283
2155	8.724046429
2156	8.724020355
2157	8.724006334
2158	8.723980971
2159	8.723959688
2160	8.723931436
2161	8.723906304
2162	8.723866307
2163	8.723828373
2164	8.723798391
2165	8.723753412
2166	8.723721159
2167	8.723717219
2168	8.723689953
2169	8.723679538
2170	8.723670513
2171	8.723667444
2172	8.723637355
2173	8.723622601
2174	8.723603081
2175	8.723544567
2176	8.723525589
2177	8.723485415
2178	8.723446852
2179	8.723404277
2180	8.723368089
2181	8.723331214
2182	8.723304386
2183	8.723261405
2184	8.723227866
2185	8.723211152
2186	8.723165465
2187	8.723123682
2188	8.72309683
2189	8.723064989
2190	8.723031588
2191	8.723010891
2192	8.722988714
2193	8.722964343
2194	8.722948878
2195	8.722929796
2196	8.722900226
2197	8.722871447
2198	8.722846316
2199	8.722802745
2200	8.72276851
2201	8.722742699
2202	8.72271761
2203	8.722698778
2204	8.7226635
2205	8.722624798
2206	8.722599612
2207	8.722576153
2208	8.722536094
2209	8.722503736
2210	8.722467669
2211	8.722452389
2212	8.722439717
2213	8.722408549
2214	8.722407406
2215	8.722396083
2216	8.722373693
2217	8.722345275
2218	8.722290266
2219	8.722280326
2220	8.722234742
2221	8.722179278
2222	8.722151567
2223	8.722135707
2224	8.722126818
2225	8.722101307
2226	8.722076825
2227	8.722013782
2228	8.721979878
2229	8.721962117
2230	8.72194464
2231	8.721898283
2232	8.721858314
2233	8.721804681
2234	8.721784969
2235	8.72177294
2236	8.72173105
2237	8.721696429
2238	8.721669057
2239	8.721647228
2240	8.721642548
2241	8.721604978
2242	8.721569999
2243	8.721557469
2244	8.721508979
2245	8.721482833
2246	8.721471857
2247	8.721461537
2248	8.721427616
2249	8.721415475
2250	8.721382174
2251	8.721367449
2252	8.721320591
2253	8.721318581
2254	8.721290328
2255	8.721288585
2256	8.721271603
2257	8.721239447
2258	8.721211862
2259	8.721181789
2260	8.721157719
2261	8.72111884
2262	8.721106408
2263	8.721053063
2264	8.72103006
2265	8.720995971
2266	8.720974213
2267	8.720923703
2268	8.720917949
2269	8.720888818
2270	8.720866218
2271	8.720832369
2272	8.720803909
2273	8.7207765
2274	8.72075048
2275	8.720713649
2276	8.720679387
2277	8.720675287
2278	8.720653569
2279	8.720620757
2280	8.720615368
2281	8.720596319
2282	8.720569446
2283	8.720545359
2284	8.720532755
2285	8.720499783
2286	8.720462085
2287	8.720438565
2288	8.720405919
2289	8.720374213
2290	8.720353109
2291	8.720329899
2292	8.720313021
2293	8.720283971
2294	8.720271573
2295	8.72024438
2296	8.720224882
2297	8.720187714
2298	8.720159729
2299	8.720123251
2300	8.720103526
2301	8.720095435
2302	8.720054927
2303	8.720022765
2304	8.720000596
2305	8.719943855
2306	8.719914079
2307	8.719860979
2308	8.719828906
2309	8.7198101
2310	8.719784401
2311	8.719749938
2312	8.719723397
2313	8.719708014
2314	8.719702595
2315	8.719662214
2316	8.719659937
2317	8.719621936
2318	8.719585638
2319	8.719553904
2320	8.719521668
2321	8.719498607
2322	8.719470535
2323	8.719438495
2324	8.719437282
2325	8.719417529
2326	8.719404205
2327	8.719356142
2328	8.719314464
2329	8.719288338
2330	8.719260162
2331	8.719220953
2332	8.719183407
2333	8.719175901
2334	8.719161511
2335	8.719159992
2336	8.719146131
2337	8.719104019
2338	8.719090408
2339	8.719054517
2340	8.719038104
2341	8.718999701
2342	8.718978859
2343	8.718946352
2344	8.718906244
2345	8.718884535
2346	8.718879482
2347	8.718857946
2348	8.718854488
2349	8.718823678
2350	8.718788509
2351	8.718764066
2352	8.718722135
2353	8.718699057
2354	8.718693085
2355	8.718676597
2356	8.718634698
2357	8.718612775
2358	8.718587577
2359	8.718550716
2360	8.718525059
2361	8.718493485
2362	8.718443909
2363	8.718428387
2364	8.718408146
2365	8.718378666
2366	8.718342689
2367	8.718309128
2368	8.718281304
2369	8.718240298
2370	8.718236732
2371	8.718207207
2372	8.718167684
2373	8.718138798
2374	8.71810502
2375	8.718067231
2376	8.718063099
2377	8.718010199
2378	8.717985288
2379	8.717950078
2380	8.717900549
2381	8.717900267
2382	8.717870798
2383	8.717852231
2384	8.717831611
2385	8.717830889
2386	8.717823465
2387	8.71780537
2388	8.717782355
2389	8.717752799
2390	8.717701157
2391	8.717670295
2392	8.717656678
2393	8.717627197
2394	8.717584424
2395	8.717540427
2396	8.717506534
2397	8.717485207
2398	8.71745228
2399	8.717439516
2400	8.717407408
2401	8.717379869
2402	8.717330807
2403	8.717314151
2404	8.717278433
2405	8.717254001
2406	8.717206845
2407	8.717176734
2408	8.717149863
2409	8.717112549
2410	8.717103037
2411	8.71707546
2412	8.717048421
2413	8.717016573
2414	8.716990552
2415	8.716965165
2416	8.716941026
2417	8.716922939
2418	8.71689897
2419	8.716853118
2420	8.716838208
2421	8.716773903
2422	8.716756453
2423	8.716725167
2424	8.71669613
2425	8.716669535
2426	8.716655287
2427	8.716630358
2428	8.71661866
2429	8.716582636
2430	8.716537592
2431	8.716512553
2432	8.716480873
2433	8.716479737
2434	8.716458879
2435	8.716431847
2436	8.71639959
2437	8.716389008
2438	8.716377084
2439	8.716352661
2440	8.716342153
2441	8.716309571
2442	8.716282421
2443	8.716236794
2444	8.716218726
2445	8.716183984
2446	8.716145813
2447	8.716113691
2448	8.716095575
2449	8.716064863
2450	8.716031571
2451	8.716019657
2452	8.715999053
2453	8.715960069
2454	8.715938461
2455	8.715909141
2456	8.71587366
2457	8.71584331
2458	8.71584146
2459	8.71582173
2460	8.715777898
2461	8.715748903
2462	8.715717014
2463	8.715688626
2464	8.715669951
2465	8.715639371
2466	8.715621991
2467	8.715596939
2468	8.715584615
2469	8.715576466
2470	8.715555326
2471	8.715537105
2472	8.715505665
2473	8.715489579
2474	8.715461134
2475	8.715459254
2476	8.715436023
2477	8.715397528
2478	8.715345052
2479	8.715312677
2480	8.715305252
2481	8.715282752
2482	8.715251353
2483	8.715228114
2484	8.715182807
2485	8.715151037
2486	8.715150953
2487	8.715122653
2488	8.715081145
2489	8.715054691
2490	8.715037557
2491	8.715007204
2492	8.714972747
2493	8.714971566
2494	8.71495602
2495	8.714912801
2496	8.714874962
2497	8.714816647
2498	8.714762283
2499	8.714754202
2500	8.714734118
2501	8.714694988
2502	8.714669042
2503	8.714618887
2504	8.714608633
2505	8.714565005
2506	8.714536823
2507	8.71448926
2508	8.714450909
2509	8.71443719
2510	8.714409246
2511	8.714372394
2512	8.714344223
2513	8.714317274
2514	8.714284567
2515	8.7142803
2516	8.714241087
2517	8.71421591
2518	8.714199965
2519	8.714172781
2520	8.714136914
2521	8.714112127
2522	8.714084566
2523	8.714069379
2524	8.714023711
2525	8.714011144
2526	8.713992987
2527	8.713968519
2528	8.71395347
2529	8.713934432
2530	8.713905023
2531	8.713902821
2532	8.713877061
2533	8.713843906
2534	8.713817043
2535	8.713787876
2536	8.713762981
2537	8.713740979
2538	8.713711849
2539	8.713710595
2540	8.71368255
2541	8.713643217
2542	8.713625183
2543	8.713588425
2544	8.713554256
2545	8.713509695
2546	8.713484644
2547	8.713453386
2548	8.713439608
2549	8.713419287
2550	8.713403948
2551	8.71336632
2552	8.713340839
2553	8.713316997
2554	8.713297674
2555	8.713256994
2556	8.713244231
2557	8.713234023
2558	8.713205389
2559	8.713177127
2560	8.713176409
2561	8.713147033
2562	8.713111778
2563	8.713094143
2564	8.713079178
2565	8.7130458
2566	8.712998501
2567	8.712958631
2568	8.712938842
2569	8.712915254
2570	8.712887805
2571	8.712865562
2572	8.712832892
2573	8.71280154
2574	8.712775421
2575	8.712765502
2576	8.712753267
2577	8.712728454
2578	8.712715355
2579	8.712711451
2580	8.712707786
2581	8.712676318
2582	8.712646405
2583	8.712623798
2584	8.712582212
2585	8.71256598
2586	8.712539752
2587	8.71252209
2588	8.712480942
2589	8.712479965
2590	8.712455102
2591	8.712441569
2592	8.712425726
2593	8.712425415
2594	8.712396103
2595	8.712374671
2596	8.712349438
2597	8.712311458
2598	8.712276458
2599	8.712258657
2600	8.712232786
2601	8.712204644
2602	8.712156414
2603	8.712114814
2604	8.712085872
2605	8.712056911
2606	8.712032419
2607	8.712018654
2608	8.711991917
2609	8.711960199
2610	8.711931493
2611	8.711903777
2612	8.711874063
2613	8.711854206
2614	8.71184944
2615	8.711825336
2616	8.711807743
2617	8.711781018
2618	8.711765627
2619	8.711727127
2620	8.711699758
2621	8.711698746
2622	8.711661998
2623	8.71166138
2624	8.711632338
2625	8.711608107
2626	8.71158428
2627	8.711558661
2628	8.711547054
2629	8.71152345
2630	8.71151415
2631	8.71147018
2632	8.711451524
2633	8.711406907
2634	8.711376371
2635	8.711349066
2636	8.711331709
2637	8.711303325
2638	8.711290657
2639	8.711261375
2640	8.711228264
2641	8.711205155
2642	8.711171163
2643	8.71113216
2644	8.711110929
2645	8.711093124
2646	8.711071369
2647	8.711038954
2648	8.711003085
2649	8.710974844
2650	8.710947067
2651	8.710905407
2652	8.710890168
2653	8.710871694
2654	8.710843866
2655	8.710819447
2656	8.710793696
2657	8.710787742
2658	8.710757687
2659	8.71072971
2660	8.710685188
2661	8.710643185
2662	8.710615819
2663	8.710593288
2664	8.710544181
2665	8.710518652
2666	8.71049935
2667	8.710496756
2668	8.710465926
2669	8.710435141
2670	8.710379646
2671	8.710351127
2672	8.710323456
2673	8.710295288
2674	8.71025801
2675	8.710227564
2676	8.710199366
2677	8.710193399
2678	8.710161757
2679	8.710133171
2680	8.710114701
2681	8.710089352
2682	8.710063891
2683	8.710011662
2684	8.709989209
2685	8.709967534
2686	8.709918387
2687	8.709877462
2688	8.709854895
2689	8.709831124
2690	8.709814793
2691	8.709785319
2692	8.709758057
2693	8.709750285
2694	8.709722627
2695	8.709683936
2696	8.709647432
2697	8.709623493
2698	8.709594378
2699	8.709574574
2700	8.709550584
2701	8.709540334
2702	8.709515032
2703	8.709483887
2704	8.709461145
2705	8.709433333
2706	8.709421441
2707	8.709408061
2708	8.709385784
2709	8.709372215
2710	8.70932812
2711	8.709303594
2712	8.709274516
2713	8.709261507
2714	8.709253716
2715	8.709247935
2716	8.709219498
2717	8.709184891
2718	8.709164955
2719	8.70914052
2720	8.709097077
2721	8.709076707
2722	8.709050924
2723	8.709050363
2724	8.709028537
2725	8.708999173
2726	8.708963544
2727	8.708931235
2728	8.708891445
2729	8.708882548
2730	8.708857973
2731	8.708817804
2732	8.708816655
2733	8.708788591
2734	8.708765457
2735	8.708740835
2736	8.708726096
2737	8.70870056
2738	8.708697857
2739	8.70866113
2740	8.708632344
2741	8.708596096
2742	8.708574339
2743	8.70855011
2744	8.708539018
2745	8.708515419
2746	8.708503019
2747	8.708466138
2748	8.708450129
2749	8.708436797
2750	8.708411882
2751	8.708354393
2752	8.708327414
2753	8.708317303
2754	8.708287544
2755	8.708282787
2756	8.708259356
2757	8.708237954
2758	8.708208156
2759	8.70820168
2760	8.708201137
2761	8.708174628
2762	8.708142032
2763	8.708122413
2764	8.708099786
2765	8.708068823
2766	8.708045983
2767	8.708040439
2768	8.708018484
2769	8.708010136
2770	8.707997651
2771	8.707984294
2772	8.707947362
2773	8.707928466
2774	8.707892692
2775	8.70787795
2776	8.707848016
2777	8.707840154
2778	8.707829331
2779	8.707779282
2780	8.707754923
2781	8.707734696
2782	8.707715547
2783	8.707678174
2784	8.70764339
2785	8.707619125
2786	8.707590474
2787	8.707572365
2788	8.707566289
2789	8.707535569
2790	8.707483123
2791	8.707455959
2792	8.707439098
2793	8.707402038
2794	8.70737648
2795	8.707347658
2796	8.707317562
2797	8.707311232
2798	8.707292718
2799	8.707266218
2800	8.707235694
2801	8.707202657
2802	8.707179619
2803	8.707155827
2804	8.70713084
2805	8.707104735
2806	8.707084191
2807	8.707066277
2808	8.707049874
2809	8.707031116
2810	8.707004405
2811	8.706976536
2812	8.706952474
2813	8.70692112
2814	8.706897683
2815	8.706872474
2816	8.706858034
2817	8.706799779
2818	8.706760411
2819	8.706731977
2820	8.706702815
2821	8.706665369
2822	8.706632016
2823	8.706610535
2824	8.706606053
2825	8.706584267
2826	8.706562824
2827	8.706523366
2828	8.706500095
2829	8.706468117
2830	8.706439078
2831	8.706397432
2832	8.706392474
2833	8.706360422
2834	8.706343623
2835	8.706323861
2836	8.706319999
2837	8.706296976
2838	8.706292035
2839	8.706267998
2840	8.706240466
2841	8.70623739
2842	8.706210304
2843	8.706184864
2844	8.706172224
2845	8.706131796
2846	8.706129252
2847	8.706127332
2848	8.706092854
2849	8.706061793
2850	8.706011647
2851	8.705994746
2852	8.705989689
2853	8.705953961
2854	8.705943495
2855	8.705906928
2856	8.705880912
2857	8.705877556
2858	8.70587629
2859	8.705845383
2860	8.705817433
2861	8.705781456
2862	8.705758242
2863	8.705719318
2864	8.705693776
2865	8.705693772
2866	8.70566733
2867	8.705647252
2868	8.705612785
2869	8.7056087
2870	8.705595455
2871	8.705559222
2872	8.705544559
2873	8.705501653
2874	8.705490198
2875	8.705470061
2876	8.705460535
2877	8.705422509
2878	8.705396483
2879	8.705377369
2880	8.705345949
2881	8.705312735
2882	8.705279569
2883	8.705265633
2884	8.705217093
2885	8.705186744
2886	8.705178826
2887	8.70515624
2888	8.705116814
2889	8.705086814
2890	8.705056374
2891	8.705023468
2892	8.705001479
2893	8.704979146
2894	8.704965424
2895	8.704953735
2896	8.704937442
2897	8.704907988
2898	8.704907962
2899	8.704890502
2900	8.704856347
2901	8.704833944
2902	8.704819624
2903	8.704816956
2904	8.704792898
2905	8.704768508
2906	8.704764374
2907	8.704754529
2908	8.704737302
2909	8.704710153
2910	8.704707415
2911	8.704703371
2912	8.704678009
2913	8.704654399
2914	8.704641372
2915	8.704616477
2916	8.704580874
2917	8.704577641
2918	8.704563557
2919	8.704553589
2920	8.704516906
2921	8.704496636
2922	8.704466954
2923	8.704447398
2924	8.704419697
2925	8.704391427
2926	8.704390866
2927	8.704378403
2928	8.704356946
2929	8.704332968
2930	8.704301614
2931	8.704296105
2932	8.704275965
2933	8.704244535
2934	8.704193709
2935	8.704181308
2936	8.704140338
2937	8.704121668
2938	8.70410431
2939	8.70407766
2940	8.704068368
2941	8.704054014
2942	8.704037852
2943	8.704009721
2944	8.70397306
2945	8.70394747
2946	8.703921984
2947	8.70389441
2948	8.703861295
2949	8.703839555
2950	8.703808683
2951	8.703787641
2952	8.703753273
2953	8.703732569
2954	8.703729742
2955	8.703707639
2956	8.703674674
2957	8.703637966
2958	8.703606471
2959	8.703583527
2960	8.703562018
2961	8.703528857
2962	8.703508441
2963	8.703472298
2964	8.70344732
2965	8.70342195
2966	8.70339209
2967	8.70336115
2968	8.703346568
2969	8.70330985
2970	8.703285591
2971	8.703255276
2972	8.703251835
2973	8.703229714
2974	8.703194856
2975	8.703188358
2976	8.703166817
2977	8.703137849
2978	8.703114443
2979	8.703091913
2980	8.703062268
2981	8.703018009
2982	8.703009074
2983	8.702984984
2984	8.70296507
2985	8.702956404
2986	8.702933313
2987	8.702910486
2988	8.702886958
2989	8.702861846
2990	8.702829533
2991	8.702806707
2992	8.702777786
2993	8.702741678
2994	8.70271854
2995	8.702718051
2996	8.702691397
2997	8.702657773
2998	8.702653978
2999	8.702626835
3000	8.702612999
3001	8.702598755
3002	8.702594112
3003	8.702574686
3004	8.70255102
3005	8.702532943
3006	8.702508216
3007	8.702484616
3008	8.702468057
3009	8.702464251
3010	8.702457905
3011	8.702439629
3012	8.70241775
3013	8.70241442
3014	8.702401773
3015	8.702373694
3016	8.70234363
3017	8.70231709
3018	8.702295796
3019	8.702255268
3020	8.702249743
3021	8.702234441
3022	8.702220752
3023	8.702194451
3024	8.70216291
3025	8.702130652
3026	8.702106669
3027	8.702099877
3028	8.702077173
3029	8.702056038
3030	8.702054142
3031	8.702032258
3032	8.702000296
3033	8.701985062
3034	8.701971002
3035	8.701946791
3036	8.701944032
3037	8.701911753
3038	8.701899833
3039	8.701866745
3040	8.701842135
3041	8.701820424
3042	8.701788875
3043	8.701776452
3044	8.701762236
3045	8.70173478
3046	8.701693813
3047	8.701665998
3048	8.701642944
3049	8.70163407
3050	8.701605885
3051	8.701577941
3052	8.701550891
3053	8.701491772
3054	8.70147407
3055	8.701469487
3056	8.701444416
3057	8.701426646
3058	8.701413806
3059	8.701387177
3060	8.701364367
3061	8.701335843
3062	8.701325719
3063	8.701298873
3064	8.701288006
3065	8.701258206
3066	8.701224116
3067	8.701187162
3068	8.701163989
3069	8.701137852
3070	8.701113899
3071	8.701102295
3072	8.701070772
3073	8.701052192
3074	8.701027272
3075	8.701003066
3076	8.700973411
3077	8.700949445
3078	8.700920779
3079	8.70089861
3080	8.700893065
3081	8.700864469
3082	8.700847644
3083	8.700823769
3084	8.70080372
3085	8.700792936
3086	8.700772786
3087	8.700742887
3088	8.700721097
3089	8.700698133
3090	8.700672986
3091	8.700662176
3092	8.700636448
3093	8.700612461
3094	8.70057196
3095	8.700547183
3096	8.700521675
3097	8.700491192
3098	8.700470227
3099	8.700467486
3100	8.700448101
3101	8.700426426
3102	8.700407251
3103	8.700397114
3104	8.700370004
3105	8.700331152
3106	8.700307063
3107	8.700281305
3108	8.700262506
3109	8.700227889
3110	8.700227022
3111	8.700198433
3112	8.70017166
3113	8.700167189
3114	8.700157744
3115	8.700140792
3116	8.700120804
3117	8.700096116
3118	8.700075528
3119	8.700036971
3120	8.700008972
3121	8.699981818
3122	8.699964887
3123	8.699947236
3124	8.699915883
3125	8.69989712
3126	8.699872497
3127	8.699852694
3128	8.699838949
3129	8.699797864
3130	8.699762681
3131	8.699739071
3132	8.699702158
3133	8.699664353
3134	8.699664274
3135	8.69963499
3136	8.699629514
3137	8.69961335
3138	8.69958616
3139	8.699570795
3140	8.699545185
3141	8.699531787
3142	8.699510062
3143	8.699482159
3144	8.699451363
3145	8.699436595
3146	8.699410019
3147	8.699377369
3148	8.699351929
3149	8.699349168
3150	8.6993291
3151	8.699305566
3152	8.699274298
3153	8.699251148
3154	8.699241523
3155	8.699240364
3156	8.699218214
3157	8.69920244
3158	8.699183147
3159	8.699159264
3160	8.699150086
3161	8.699125209
3162	8.69908877
3163	8.699059976
3164	8.699031887
3165	8.699017413
3166	8.698997184
3167	8.69899586
3168	8.6989723
3169	8.698963549
3170	8.698940204
3171	8.698938414
3172	8.698938273
3173	8.698923479
3174	8.698888653
3175	8.698867095
3176	8.698845141
3177	8.698820547
3178	8.69881207
3179	8.698798808
3180	8.698773162
3181	8.698752928
3182	8.698737657
3183	8.698716009
3184	8.69869428
3185	8.698681822
3186	8.698661567
3187	8.698654675
3188	8.698616639
3189	8.698589564
3190	8.698571901
3191	8.698557414
3192	8.698551377
3193	8.698521104
3194	8.698500939
3195	8.698475149
3196	8.698458739
3197	8.698443077
3198	8.698440305
3199	8.698408938
3200	8.698387685
3201	8.698366149
3202	8.698332607
3203	8.698328677
3204	8.698312173
3205	8.698290942
3206	8.698267692
3207	8.698241731
3208	8.698216503
3209	8.698197355
3210	8.698185427
3211	8.698162877
3212	8.698138935
3213	8.698104422
3214	8.698080158
3215	8.698066855
3216	8.698063996
3217	8.698051257
3218	8.698026302
