iter	RMSE
174	8.86396173
175	8.862774344
176	8.861737032
177	8.860711625
178	8.859722639
179	8.858694525
180	8.857668206
181	8.856770454
182	8.855883001
183	8.854990411
184	8.854101557
185	8.853210381
186	8.852373352
187	8.851485338
188	8.850678624
189	8.849872765
190	8.849094688
191	8.848340917
192	8.84762427
193	8.846948635
194	8.84622392
195	8.845625141
196	8.844970492
197	8.84417915
198	8.84351018
199	8.842914039
200	8.842328011
201	8.841680817
202	8.84108054
203	8.840498155
204	8.839974349
205	8.839327471
206	8.838780422
207	8.838297201
208	8.837836776
209	8.837336457
210	8.836873926
211	8.836332034
212	8.835800583
213	8.835300386
214	8.834918533
215	8.834457492
216	8.8340258
217	8.833713681
218	8.833247961
219	8.832861081
220	8.832495244
221	8.832115776
222	8.831735395
223	8.831395224
224	8.831017777
225	8.830696494
226	8.830371554
227	8.829957944
228	8.829655796
229	8.829338395
230	8.829060908
231	8.828780202
232	8.828391923
233	8.828079897
234	8.82776946
235	8.827526903
236	8.827273357
237	8.8270423
238	8.826796001
239	8.826489733
240	8.826289623
241	8.826096565
242	8.825844178
243	8.825590122
244	8.825369555
245	8.825009149
246	8.824696378
247	8.824491533
248	8.824261632
249	8.823959103
250	8.823740456
251	8.823513399
252	8.823190933
253	8.823013702
254	8.822726421
255	8.822532174
256	8.822258645
257	8.822058841
258	8.821836074
259	8.821591325
260	8.821421375
261	8.821189336
262	8.8209737
263	8.820721028
264	8.820521055
265	8.820333081
266	8.820103226
267	8.81981926
268	8.819586233
269	8.819389093
270	8.819220174
271	8.819034804
272	8.81886303
273	8.818620196
274	8.81841849
275	8.818208003
276	8.818018326
277	8.817901478
278	8.817761497
279	8.817635617
280	8.817502384
281	8.817321903
282	8.817191604
283	8.817019466
284	8.816870018
285	8.816718381
286	8.816534149
287	8.816332936
288	8.81616942
289	8.816031843
290	8.81587237
291	8.815735955
292	8.815564117
293	8.81537858
294	8.815216384
295	8.81506801
296	8.814929193
297	8.814801054
298	8.814655612
299	8.814540687
300	8.814410825
301	8.814279579
302	8.814124914
303	8.81393584
304	8.813819625
305	8.81363426
306	8.81344623
307	8.813335923
308	8.813209003
309	8.813058827
310	8.812937858
311	8.81280177
312	8.812733457
313	8.812604215
314	8.812393122
315	8.81227028
316	8.81212073
317	8.812025497
318	8.811855245
319	8.811726613
320	8.811650374
321	8.811522732
322	8.811363882
323	8.811273181
324	8.811190485
325	8.811086034
326	8.810906048
327	8.810767614
328	8.810683771
329	8.810602434
330	8.810449481
331	8.810318558
332	8.81016003
333	8.810048375
334	8.809938636
335	8.809809019
336	8.809715138
337	8.809612056
338	8.809441507
339	8.80933821
340	8.809234372
341	8.809127581
342	8.809041747
343	8.808899344
344	8.808813345
345	8.808681121
346	8.808516046
347	8.808408684
348	8.80830998
349	8.808208431
350	8.808120438
351	8.807997078
352	8.807851181
353	8.80774602
354	8.807655516
355	8.807534151
356	8.807366661
357	8.807252305
358	8.807149957
359	8.807097135
360	8.806998543
361	8.806885874
362	8.80676686
363	8.806648688
364	8.806561505
365	8.806445411
366	8.80633213
367	8.806258722
368	8.806142729
369	8.80599567
370	8.805912408
371	8.805820136
372	8.805716959
373	8.805603172
374	8.805508732
375	8.805402077
376	8.805290769
377	8.805208227
378	8.805106648
379	8.804998597
380	8.804906976
381	8.80480879
382	8.804726791
383	8.804609003
384	8.804553762
385	8.804408462
386	8.804302106
387	8.804211844
388	8.804061174
389	8.803951944
390	8.803785501
391	8.803728816
392	8.803601202
393	8.803541105
394	8.803471302
395	8.803368365
396	8.803264579
397	8.803200435
398	8.803100781
399	8.802987049
400	8.802899118
401	8.802805636
402	8.802695003
403	8.802615334
404	8.802540304
405	8.802376549
406	8.802237247
407	8.802166032
408	8.802075003
409	8.801976675
410	8.801899549
411	8.801760285
412	8.801678971
413	8.80156416
414	8.801482574
415	8.801352551
416	8.80127603
417	8.801198165
418	8.80111428
419	8.800966824
420	8.800834602
421	8.800728444
422	8.800648241
423	8.800535993
424	8.800474423
425	8.800398865
426	8.800309633
427	8.800254606
428	8.800162802
429	8.800098291
430	8.800001249
431	8.799940748
432	8.799846475
433	8.799736205
434	8.799641333
435	8.799545153
436	8.799444482
437	8.799400552
438	8.799310134
439	8.799231088
440	8.799128303
441	8.799005996
442	8.798883941
443	8.79875897
444	8.798667509
445	8.798584818
446	8.798504741
447	8.798420698
448	8.798339947
449	8.798234323
450	8.798117172
451	8.798042684
452	8.797946521
453	8.797857857
454	8.797773062
455	8.797680747
456	8.797587428
457	8.797396778
458	8.797248424
459	8.797086462
460	8.796987277
461	8.79687392
462	8.79679014
463	8.796692297
464	8.796607042
465	8.796527502
466	8.796452761
467	8.796345593
468	8.796244388
469	8.796186507
470	8.79612524
471	8.796056177
472	8.795965274
473	8.795778679
474	8.795730209
475	8.795652725
476	8.795588693
477	8.795471175
478	8.795361206
479	8.795246727
480	8.795140739
481	8.795065093
482	8.794950634
483	8.794876484
484	8.79475961
485	8.794667211
486	8.79458888
487	8.794478575
488	8.794335104
489	8.7942908
490	8.79420512
491	8.794109479
492	8.793964603
493	8.793874805
494	8.793799256
495	8.793686417
496	8.793545128
497	8.7934468
498	8.793364253
499	8.793287259
500	8.793204334
501	8.793111031
502	8.792954285
503	8.792847374
504	8.792791332
505	8.792701747
506	8.792616997
507	8.792515026
508	8.792423686
509	8.792351741
510	8.792264039
511	8.792128036
512	8.792054005
513	8.791960779
514	8.79185637
515	8.791776888
516	8.791707316
517	8.791638185
518	8.7915797
519	8.791472597
520	8.791406909
521	8.791258207
522	8.791163077
523	8.791067198
524	8.791000034
525	8.790930065
526	8.790836619
527	8.790760162
528	8.790674037
529	8.790624237
530	8.790540851
531	8.790429677
532	8.790289729
533	8.790205583
534	8.790112212
535	8.789998979
536	8.789904727
537	8.789837584
538	8.789762212
539	8.789685419
540	8.789596457
541	8.789520591
542	8.789460681
543	8.78938806
544	8.789328783
545	8.78925863
546	8.789158563
547	8.789085308
548	8.789036678
549	8.788979914
550	8.78888055
551	8.788771634
552	8.78872612
553	8.78866355
554	8.788575509
555	8.788529073
556	8.788411735
557	8.788332932
558	8.78827883
559	8.788221712
560	8.788136925
561	8.788025941
562	8.787933536
563	8.787850526
564	8.787746589
565	8.787670538
566	8.78761737
567	8.787507157
568	8.787463367
569	8.78738018
570	8.787278313
571	8.787215509
572	8.787092171
573	8.787001805
574	8.786956739
575	8.78690417
576	8.786824168
577	8.786758117
578	8.786705924
579	8.78661813
580	8.786575723
581	8.786490337
582	8.786411899
583	8.786300481
584	8.78625113
585	8.786170795
586	8.786110171
587	8.786031005
588	8.785904236
589	8.785806014
590	8.785716812
591	8.785625021
592	8.785525584
593	8.785479325
594	8.785414172
595	8.78535458
596	8.785276656
597	8.785205819
598	8.785103568
599	8.785007424
600	8.784972251
601	8.784945302
602	8.784881859
603	8.784823151
604	8.784740688
605	8.784699876
606	8.784625302
607	8.784598541
608	8.784529517
609	8.784473834
610	8.784440168
611	8.784397282
612	8.784340414
613	8.784270777
614	8.78419158
615	8.784117287
616	8.784057903
617	8.783997053
618	8.783935809
619	8.783805714
620	8.783723897
621	8.783645018
622	8.783541117
623	8.783456891
624	8.783410949
625	8.783365293
626	8.783287925
627	8.783269111
628	8.783167752
629	8.783068714
630	8.782994982
631	8.782947297
632	8.782877137
633	8.782804118
634	8.782743418
635	8.782670597
636	8.782577596
637	8.782479135
638	8.782431057
639	8.782335155
640	8.782259985
641	8.782193089
642	8.782140592
643	8.782067797
644	8.782011168
645	8.78195115
646	8.781887531
647	8.781848483
648	8.78178028
649	8.781689854
650	8.781622581
651	8.781545851
652	8.781457857
653	8.781366251
654	8.781310366
655	8.781255258
656	8.78121357
657	8.781130038
658	8.781086702
659	8.780994281
660	8.780942183
661	8.780883974
662	8.78082597
663	8.780763922
664	8.78069278
665	8.780614903
666	8.780524996
667	8.780477102
668	8.780414173
669	8.780291552
670	8.780195247
671	8.780134297
672	8.780063683
673	8.77997271
674	8.779947958
675	8.77988711
676	8.779818635
677	8.779735139
678	8.779663642
679	8.779590009
680	8.779506663
681	8.779469138
682	8.779382988
683	8.779339515
684	8.779279972
685	8.77923812
686	8.779205918
687	8.779148789
688	8.779053656
689	8.778997406
690	8.778866712
691	8.778788674
692	8.77870319
693	8.778624586
694	8.778596156
695	8.778509052
696	8.778456837
697	8.778419516
698	8.778315754
699	8.778248515
700	8.778177522
701	8.778097154
702	8.778041606
703	8.778017958
704	8.777964244
705	8.777947668
706	8.777845993
707	8.777739148
708	8.777650487
709	8.777588226
710	8.777499671
711	8.777434275
712	8.777375711
713	8.777312226
714	8.777236968
715	8.777162089
716	8.777145793
717	8.777085804
718	8.777054848
719	8.776964688
720	8.776865404
721	8.776854509
722	8.77678939
723	8.77676213
724	8.776688711
725	8.776674305
726	8.776588041
727	8.776518291
728	8.776450559
729	8.776401378
730	8.776369782
731	8.776300003
732	8.776229925
733	8.776179001
734	8.776096775
735	8.776013981
736	8.775922845
737	8.775866403
738	8.775789924
739	8.775742866
740	8.775696097
741	8.775656103
742	8.775629283
743	8.775613043
744	8.77552543
745	8.775465884
746	8.7753959
747	8.775376296
748	8.775329259
749	8.775280436
750	8.775167
751	8.77506932
752	8.775049454
753	8.774990051
754	8.774954553
755	8.774902163
756	8.774845116
757	8.774766274
758	8.77473649
759	8.774682808
760	8.774606426
761	8.774545559
762	8.774443585
763	8.77441342
764	8.774361325
765	8.774251878
766	8.774220866
767	8.774147288
768	8.774088
769	8.774084313
770	8.774019373
771	8.773989279
772	8.773936978
773	8.773912194
774	8.773821778
775	8.773765326
776	8.773742948
777	8.773673711
778	8.773587905
779	8.773533652
780	8.773446399
781	8.773416083
782	8.773391148
783	8.773327168
784	8.773311591
785	8.77331046
786	8.773231736
787	8.773139905
788	8.773125677
789	8.77306792
790	8.773031278
791	8.77297642
792	8.772974927
793	8.772921089
794	8.77289829
795	8.772880192
796	8.772819582
797	8.772772176
798	8.772699176
799	8.772698121
800	8.772636205
801	8.772571749
802	8.772536212
803	8.772534801
804	8.772533426
805	8.772505854
806	8.772504892
807	8.772503955
808	8.772472511
809	8.77244509
810	8.772393385
811	8.77239247
812	8.7723497
813	8.772328344
814	8.772250515
815	8.772249645
816	8.772194688
817	8.772107301
818	8.772075748
819	8.77203035
820	8.772001834
821	8.772000612
822	8.771999784
823	8.771921123
824	8.771920315
825	8.771919162
826	8.771918368
827	8.771888398
828	8.77184403
829	8.771797429
830	8.771754749
831	8.771669471
832	8.771613652
833	8.771543738
834	8.77154299
835	8.771486699
836	8.77148597
837	8.771485259
838	8.771484566
839	8.771483889
840	8.771415104
841	8.771414444
842	8.7714138
843	8.771384797
844	8.771318658
845	8.771248465
846	8.771247836
847	8.771228111
848	8.771227497
849	8.771147674
850	8.771084563
851	8.771083964
852	8.771054293
853	8.77099809
854	8.770997507
855	8.77096433
856	8.770919556
857	8.770918987
858	8.770867187
859	8.770819043
860	8.770744325
861	8.770722553
862	8.770654422
863	8.770567225
864	8.770512724
865	8.770421436
866	8.770389231
867	8.770344533
868	8.770343976
869	8.770285625
870	8.770285081
871	8.770255706
872	8.770255377
873	8.770233204
874	8.770168915
875	8.770096012
876	8.770039402
877	8.770038801
878	8.769994197
879	8.76999368
880	8.769991403
881	8.769990903
882	8.769932894
883	8.769932049
884	8.769888212
885	8.769865354
886	8.769864879
887	8.769822975
888	8.769822511
889	8.769741324
890	8.769665848
891	8.769665394
892	8.769593622
893	8.769531313
894	8.769427116
895	8.769374
896	8.769296667
897	8.769225741
898	8.76922495
899	8.769224517
900	8.76916304
901	8.769144714
902	8.769143952
903	8.769100447
904	8.769070945
905	8.769027054
906	8.768992965
907	8.768992441
908	8.768956717
909	8.768956487
910	8.768889233
911	8.768888739
912	8.768852881
913	8.768797482
914	8.768760369
915	8.768728795
916	8.768675734
917	8.768621703
918	8.768611648
919	8.768525763
920	8.768466669
921	8.768409887
922	8.768354577
923	8.768306221
924	8.768252865
925	8.768251813
926	8.76817835
927	8.768134045
928	8.76803981
929	8.767977219
930	8.767936181
931	8.767919182
932	8.767861397
933	8.767782534
934	8.767729153
935	8.767687934
936	8.76764945
937	8.767604014
938	8.767541504
939	8.76751456
940	8.767477407
941	8.76743086
942	8.767364458
943	8.767315786
944	8.767239244
945	8.767190893
946	8.767098775
947	8.767073996
948	8.767020897
949	8.76697136
950	8.766923102
951	8.766892105
952	8.766854563
953	8.766828651
954	8.766753559
955	8.766725997
956	8.766709395
957	8.766701041
958	8.76670083
959	8.766660278
960	8.766659569
961	8.7665546
962	8.766501873
963	8.766439002
964	8.766378735
965	8.766378044
966	8.766327875
967	8.766277191
968	8.766233279
969	8.766208922
970	8.766208557
971	8.766170374
972	8.766106773
973	8.766068514
974	8.766018517
975	8.765983278
976	8.765927368
977	8.765874562
978	8.765834443
979	8.765744082
980	8.765675351
981	8.765640129
982	8.765587314
983	8.76550083
984	8.765453946
985	8.765398394
986	8.765342726
987	8.765326116
988	8.765263239
989	8.765231331
990	8.765184878
991	8.765137948
992	8.765124668
993	8.765073996
994	8.76503287
995	8.764987173
996	8.764972485
997	8.764930985
998	8.764886083
999	8.764792979
1000	8.764745571
1001	8.764675557
1002	8.764602478
1003	8.764579655
1004	8.764511397
1005	8.764483673
1006	8.764450375
1007	8.764393136
1008	8.764333584
1009	8.764309375
1010	8.764270233
1011	8.764177246
1012	8.764118492
1013	8.764061493
1014	8.763997069
1015	8.763977691
1016	8.763948687
1017	8.763899338
1018	8.763856623
1019	8.763806244
1020	8.763777778
1021	8.763721922
1022	8.763684441
1023	8.763631841
1024	8.763587249
1025	8.763534512
1026	8.76345247
1027	8.763451952
1028	8.763385146
1029	8.763307193
1030	8.76323653
1031	8.763195994
1032	8.763167486
1033	8.763106363
1034	8.763061536
1035	8.763061191
1036	8.763013757
1037	8.762941335
1038	8.762866678
1039	8.762806973
1040	8.762763604
1041	8.762665492
1042	8.762652987
1043	8.762628103
1044	8.762571432
1045	8.762526022
1046	8.762482363
1047	8.762421457
1048	8.762362996
1049	8.762314261
1050	8.762298246
1051	8.762255346
1052	8.762213124
1053	8.762196347
1054	8.762191679
1055	8.762145346
1056	8.762138621
1057	8.762095223
1058	8.762062008
1059	8.762019162
1060	8.761976515
1061	8.761935352
1062	8.761872114
1063	8.761833476
1064	8.761755204
1065	8.761708199
1066	8.761672835
1067	8.761639216
1068	8.761572883
1069	8.761533708
1070	8.761510095
1071	8.761467522
1072	8.761426508
1073	8.761411716
1074	8.761329507
1075	8.761252723
1076	8.761222213
1077	8.761187869
1078	8.761110734
1079	8.761032924
1080	8.760972684
1081	8.760920981
1082	8.760875344
1083	8.760808063
1084	8.760766664
1085	8.760726006
1086	8.760675266
1087	8.760639137
1088	8.76061055
1089	8.760564216
1090	8.760515746
1091	8.760480245
1092	8.760390292
1093	8.760329991
1094	8.7602946
1095	8.760269012
1096	8.760237622
1097	8.760218296
1098	8.760217976
1099	8.760158104
1100	8.76012624
1101	8.760059096
1102	8.759993813
1103	8.759964022
1104	8.75993782
1105	8.759898082
1106	8.759880372
1107	8.759844559
1108	8.75979992
1109	8.759763412
1110	8.759743043
1111	8.759665981
1112	8.759605047
1113	8.759559104
1114	8.759536691
1115	8.759495481
1116	8.759459863
1117	8.759411217
1118	8.759359105
1119	8.759304222
1120	8.759269992
1121	8.759227985
1122	8.75921965
1123	8.759162953
1124	8.759129485
1125	8.759108055
1126	8.759030872
1127	8.758993736
1128	8.758955987
1129	8.758885511
1130	8.758838575
1131	8.758756126
1132	8.758728652
1133	8.758687395
1134	8.758632792
1135	8.758596565
1136	8.758531063
1137	8.758494397
1138	8.758412833
1139	8.758358562
1140	8.758343969
1141	8.758314705
1142	8.758274661
1143	8.758249565
1144	8.758249176
1145	8.758205087
1146	8.758157741
1147	8.758111936
1148	8.758040809
1149	8.758006278
1150	8.757985366
1151	8.757963181
1152	8.757910547
1153	8.75788061
1154	8.757819507
1155	8.757782451
1156	8.757747502
1157	8.757670265
1158	8.757619015
1159	8.757584811
1160	8.757533335
1161	8.757512992
1162	8.757471376
1163	8.757417585
1164	8.757405768
1165	8.757362335
1166	8.757335177
1167	8.757334807
1168	8.757255173
1169	8.757228221
1170	8.757162525
1171	8.757117674
1172	8.757101132
1173	8.757032372
1174	8.756954989
1175	8.756914614
1176	8.756899748
1177	8.756823397
1178	8.756725069
1179	8.756664208
1180	8.756629879
1181	8.756582821
1182	8.756518999
1183	8.756420904
1184	8.756368752
1185	8.756314663
1186	8.756248163
1187	8.756177991
1188	8.756156404
1189	8.756112242
1190	8.756069729
1191	8.756010278
1192	8.755971306
1193	8.75589955
1194	8.755859418
1195	8.755829403
1196	8.755779044
1197	8.755746652
1198	8.755697444
1199	8.75565983
1200	8.755617208
1201	8.755595298
1202	8.755594991
1203	8.755535928
1204	8.755487576
1205	8.755433832
1206	8.755403411
1207	8.755357334
1208	8.755291246
1209	8.75524055
1210	8.755190801
1211	8.755137801
1212	8.75509169
1213	8.755041293
1214	8.75497762
1215	8.75497385
1216	8.754960246
1217	8.754951125
1218	8.754943819
1219	8.754897178
1220	8.754851849
1221	8.754808426
1222	8.754797836
1223	8.754761239
1224	8.75470598
1225	8.754687843
1226	8.754658529
1227	8.754657946
1228	8.754626544
1229	8.754596542
1230	8.754540658
1231	8.754500372
1232	8.754445835
1233	8.754432825
1234	8.754416912
1235	8.754323224
1236	8.754235067
1237	8.754196183
1238	8.754151775
1239	8.754118008
1240	8.754071556
1241	8.754066832
1242	8.754029421
1243	8.753996644
1244	8.753965557
1245	8.753930982
1246	8.753902538
1247	8.753866341
1248	8.753782269
1249	8.753746802
1250	8.75371766
1251	8.753688704
1252	8.753642331
1253	8.753558206
1254	8.753553271
1255	8.753544746
1256	8.753493166
1257	8.753456205
1258	8.753424623
1259	8.753374649
1260	8.753346174
1261	8.753288812
1262	8.753284874
1263	8.753218662
1264	8.753167165
1265	8.753132805
1266	8.753116002
1267	8.753085542
1268	8.753053444
1269	8.753011718
1270	8.752989158
1271	8.752954677
1272	8.75289731
1273	8.752858672
1274	8.752825741
1275	8.7527946
1276	8.752776388
1277	8.752718092
1278	8.752676245
1279	8.752661512
1280	8.752621872
1281	8.752576805
1282	8.752541074
1283	8.752505705
1284	8.752466223
1285	8.752438368
1286	8.752405546
1287	8.75235068
1288	8.75229969
1289	8.75229329
1290	8.752285438
1291	8.75225555
1292	8.752203066
1293	8.752163917
1294	8.752149988
1295	8.752096693
1296	8.752081916
1297	8.752024708
1298	8.751959972
1299	8.751891326
1300	8.751845096
1301	8.751822101
1302	8.75179004
1303	8.751764048
1304	8.751725079
1305	8.751668578
1306	8.751646319
1307	8.751612993
1308	8.751576343
1309	8.751524331
1310	8.751484773
1311	8.751438276
1312	8.751406248
1313	8.751360755
1314	8.751353107
1315	8.751318818
1316	8.751258073
1317	8.751215764
1318	8.751186647
1319	8.751151741
1320	8.751112969
1321	8.751067996
1322	8.751017877
1323	8.750968308
1324	8.750961912
1325	8.750933392
1326	8.750907296
1327	8.750866948
1328	8.750820978
1329	8.750786247
1330	8.75077755
1331	8.750753974
1332	8.750711922
1333	8.750671073
1334	8.750646022
1335	8.750599376
1336	8.750587933
1337	8.75052695
1338	8.75045163
1339	8.750410102
1340	8.750366594
1341	8.750337884
1342	8.750314818
1343	8.750267208
1344	8.750213627
1345	8.750164917
1346	8.750162775
1347	8.750120852
1348	8.750097611
1349	8.750053933
1350	8.750012316
1351	8.749959633
1352	8.749956702
1353	8.749928522
1354	8.749891012
1355	8.749854527
1356	8.749822345
1357	8.749787273
1358	8.749748169
1359	8.749704256
1360	8.74967192
1361	8.749662336
1362	8.749640932
1363	8.749617483
1364	8.749604042
1365	8.749581968
1366	8.749541842
1367	8.749462229
1368	8.749423248
1369	8.749388773
1370	8.749331304
1371	8.749252008
1372	8.749222859
1373	8.749185967
1374	8.749142786
1375	8.749065998
1376	8.749020867
1377	8.748978088
1378	8.748977811
1379	8.748925492
1380	8.748884919
1381	8.748859046
1382	8.748835094
1383	8.748773292
1384	8.748731918
1385	8.748681222
1386	8.748643484
1387	8.748607259
1388	8.748577356
1389	8.74853066
1390	8.748486429
1391	8.748442818
1392	8.748414178
1393	8.74838211
1394	8.748324204
1395	8.748280017
1396	8.748224777
1397	8.748192155
1398	8.748145334
1399	8.748102154
1400	8.74807754
1401	8.748064478
1402	8.748016632
1403	8.747953734
1404	8.747883411
1405	8.747867796
1406	8.747834708
1407	8.747829017
1408	8.747812456
1409	8.747763052
1410	8.747690314
1411	8.747644762
1412	8.747598217
1413	8.747594485
1414	8.74758095
1415	8.747534889
1416	8.747481204
1417	8.747441469
1418	8.747439198
1419	8.747377576
1420	8.747321596
1421	8.747288022
1422	8.747271802
1423	8.747232891
1424	8.747193646
1425	8.74717436
1426	8.747117497
1427	8.747080439
1428	8.747044322
1429	8.747013913
1430	8.746984954
1431	8.74693641
1432	8.746918831
1433	8.746886772
1434	8.746842713
1435	8.746805497
1436	8.746747884
1437	8.746675204
1438	8.746641999
1439	8.746596849
1440	8.746564785
1441	8.746505396
1442	8.746470302
1443	8.746437115
1444	8.746377583
1445	8.746337722
1446	8.746314574
1447	8.746284479
1448	8.746247636
1449	8.746203475
1450	8.746171226
1451	8.746126545
1452	8.746071201
1453	8.746026538
1454	8.745996289
1455	8.745926757
1456	8.745858744
1457	8.745787427
1458	8.745721695
1459	8.745674441
1460	8.74566636
1461	8.745619314
1462	8.745581801
1463	8.745543206
1464	8.745504731
1465	8.745467173
1466	8.745423296
1467	8.745384063
1468	8.745303191
1469	8.745263746
1470	8.745235406
1471	8.745229552
1472	8.745181642
1473	8.745147103
1474	8.7451115
1475	8.745090349
1476	8.745050102
1477	8.745047576
1478	8.74502062
1479	8.745019291
1480	8.74498999
1481	8.744952686
1482	8.744934914
1483	8.744874933
1484	8.744851018
1485	8.74481425
1486	8.74478738
1487	8.744722788
1488	8.744676022
1489	8.744648279
1490	8.744605589
1491	8.744550735
1492	8.744494639
1493	8.744452331
1494	8.744402724
1495	8.744382811
1496	8.74433919
1497	8.744297504
1498	8.744240182
1499	8.744164516
1500	8.744134467
1501	8.744112133
1502	8.744059968
1503	8.744013565
1504	8.743973624
1505	8.743936811
1506	8.743892675
1507	8.743868255
1508	8.743813204
1509	8.743769324
1510	8.743728036
1511	8.743676826
1512	8.743623996
1513	8.743600601
1514	8.743559456
1515	8.743512993
1516	8.743487706
1517	8.743416818
1518	8.743369445
1519	8.74330302
1520	8.743271941
1521	8.743215132
1522	8.743158661
1523	8.743108772
1524	8.743094318
1525	8.743066739
1526	8.743016902
1527	8.742953106
1528	8.742945127
1529	8.74288407
1530	8.742840895
1531	8.742818869
1532	8.742788253
1533	8.742724488
1534	8.742702592
1535	8.742670041
1536	8.742641924
1537	8.742598969
1538	8.742561737
1539	8.742547674
1540	8.742495594
1541	8.742458829
1542	8.742406994
1543	8.742379517
1544	8.742349683
1545	8.742311149
1546	8.742276301
1547	8.742256167
1548	8.742212279
1549	8.742166727
1550	8.742135915
1551	8.742102659
1552	8.74206159
1553	8.74202431
1554	8.741969299
1555	8.741918541
1556	8.741873987
1557	8.741827411
1558	8.741801685
1559	8.741782428
1560	8.741749732
1561	8.741743137
1562	8.741712834
1563	8.741692107
1564	8.74165248
1565	8.741602648
1566	8.741566606
1567	8.741530877
1568	8.741504884
1569	8.74148498
1570	8.741448271
1571	8.741417897
1572	8.74137382
1573	8.74135449
1574	8.741311495
1575	8.741302938
1576	8.74126359
1577	8.741247767
1578	8.74119974
1579	8.741158514
1580	8.741144339
1581	8.7411098
1582	8.741102957
1583	8.74108317
1584	8.741023924
1585	8.74098537
1586	8.740955909
1587	8.740932429
1588	8.740899653
1589	8.740863129
1590	8.740795735
1591	8.740767553
1592	8.740721955
1593	8.740690299
1594	8.740641859
1595	8.740632775
1596	8.740599722
1597	8.740550049
1598	8.740518481
1599	8.740490258
1600	8.740444886
1601	8.740428334
1602	8.740385259
1603	8.74033461
1604	8.740314846
1605	8.740250513
1606	8.740224914
1607	8.740192284
1608	8.740151945
1609	8.740124585
1610	8.740088969
1611	8.740066344
1612	8.740034172
1613	8.739991315
1614	8.739922191
1615	8.739874368
1616	8.739835533
1617	8.73979021
1618	8.739721513
1619	8.739676969
1620	8.739644023
1621	8.739602581
1622	8.739529061
1623	8.739479104
1624	8.739477939
1625	8.739441749
1626	8.739421015
1627	8.739380315
1628	8.739359413
1629	8.739331349
1630	8.739305255
1631	8.739274603
1632	8.739218796
1633	8.73917099
1634	8.739136642
1635	8.73909181
1636	8.739040314
1637	8.738999664
1638	8.738975826
1639	8.738938804
1640	8.738897266
1641	8.738851015
1642	8.738790613
1643	8.738759607
1644	8.738719887
1645	8.738678529
1646	8.738659222
1647	8.738656209
1648	8.738626631
1649	8.73859656
1650	8.738590295
1651	8.738545352
1652	8.738513676
1653	8.738491509
1654	8.73846083
1655	8.738434047
1656	8.738386405
1657	8.738364831
1658	8.738363666
1659	8.738345159
1660	8.738330293
1661	8.73830426
1662	8.738276395
1663	8.738271309
1664	8.738229614
